Marketing_ID,Drug_ID,Channel,Budget,ROI
M-4468,D-4981,Billboards,82132.7,7.32
M-4469,D-8243,Print Media,48283.22,8.77
M-4470,D-8176,Billboards,87694.55,4.13
M-4471,D-6827,TV,63731.82,6.13
M-4472,D-1422,Print Media,87939.35,8.06
M-4473,D-1203,Billboards,74805.82,1.18
M-4474,D-2540,Radio,79416.24,3.0
M-4475,D-9448,TV,63335.82,4.32
M-4476,D-7828,TV,40955.38,2.73
M-4477,D-4856,Print Media,67610.48,9.32
M-4478,D-3393,Print Media,15149.02,1.26
M-4479,D-2787,Radio,70794.1,5.96
M-4480,D-5989,Print Media,19478.89,4.68
M-4481,D-5127,Billboards,72605.12,8.71
M-4482,D-8887,Print Media,65611.06,2.67
M-4483,D-8970,Radio,31005.76,1.18
M-4484,D-4975,Print Media,82881.95,9.42
M-4485,D-5094,Billboards,16845.0,4.66
M-4486,D-177,Print Media,85801.94,1.62
M-4487,D-5112,Print Media,87538.14,8.08
M-4488,D-9945,Billboards,7994.07,6.19
M-4489,D-2755,Billboards,46625.55,9.1
M-4490,D-6519,Print Media,76340.39,2.19
M-4491,D-936,Radio,10992.18,1.77
M-4492,D-3519,TV,89696.93,7.12
M-4493,D-4784,Billboards,17407.56,3.59
M-4494,D-4480,Billboards,25279.17,1.23
M-4495,D-8455,TV,71636.95,8.07
M-4496,D-3333,Print Media,93044.38,5.14
M-4497,D-8315,Billboards,98869.39,2.44
M-4498,D-8192,Online Ads,77934.82,4.36
M-4499,D-1373,Print Media,48617.93,5.14
M-4500,D-7895,Online Ads,1185.01,4.37
M-4501,D-6948,Radio,34699.81,3.86
M-4502,D-339,TV,97934.26,5.47
M-4503,D-2419,TV,43374.94,9.37
M-4504,D-7985,TV,73698.21,3.54
M-4505,D-9316,TV,38327.89,8.68
M-4506,D-3127,Print Media,44196.81,8.98
M-4507,D-5895,Billboards,91465.96,9.07
M-4508,D-1712,Billboards,40259.83,8.33
M-4509,D-6952,Radio,60351.42,6.34
M-4510,D-4439,Print Media,67061.04,5.29
M-4511,D-1504,TV,15032.1,1.43
M-4512,D-3244,Online Ads,3146.84,3.28
M-4513,D-1503,Radio,2556.15,9.52
M-4514,D-7616,Print Media,93809.41,9.53
M-4515,D-1259,Billboards,71924.49,3.36
M-4516,D-1210,Radio,60712.3,5.65
M-4517,D-1470,Billboards,16823.34,5.48
M-4518,D-8346,Online Ads,42842.75,6.67
M-4519,D-5423,Radio,96649.68,6.6
M-4520,D-5233,Radio,21325.67,8.59
M-4521,D-1797,Print Media,93260.0,5.54
M-4522,D-4806,Billboards,31268.04,6.47
M-4523,D-6522,TV,27708.1,8.37
M-4524,D-3788,Billboards,65126.42,8.93
M-4525,D-2571,Billboards,44227.52,1.22
M-4526,D-9595,Online Ads,24829.1,3.94
M-4527,D-1603,Billboards,98279.33,5.39
M-4528,D-4551,Radio,8289.69,8.33
M-4529,D-6249,Online Ads,85919.2,2.45
M-4530,D-3510,TV,41434.53,6.26
M-4531,D-6639,Radio,13377.33,5.98
M-4532,D-2268,Radio,87214.23,7.47
M-4533,D-1526,Billboards,84627.32,7.83
M-4534,D-3915,Radio,2766.36,9.15
M-4535,D-186,Radio,12286.73,9.5
M-4536,D-5601,TV,54101.55,8.17
M-4537,D-5945,Print Media,73917.7,6.87
M-4538,D-7876,Online Ads,5737.31,3.24
M-4539,D-8349,TV,35679.9,9.53
M-4540,D-2888,Online Ads,4965.34,3.74
M-4541,D-6649,TV,64656.1,6.03
M-4542,D-3020,TV,3178.8,8.17
M-4543,D-9222,Print Media,41831.45,7.82
M-4544,D-7942,TV,90399.89,6.95
M-4545,D-5235,Print Media,17869.97,6.7
M-4546,D-9933,Billboards,45645.93,3.61
M-4547,D-8769,Radio,76577.13,4.43
M-4548,D-7528,Radio,49737.15,8.02
M-4549,D-9301,Online Ads,38806.1,5.51
M-4550,D-6882,Print Media,75404.52,2.89
M-4551,D-1432,Radio,74487.58,7.68
M-4552,D-3772,Online Ads,81057.21,8.04
M-4553,D-1551,Online Ads,7660.67,8.06
M-4554,D-5434,Online Ads,59460.2,8.79
M-4555,D-6713,Online Ads,29317.91,6.58
M-4556,D-2991,Online Ads,52656.06,4.5
M-4557,D-1595,Billboards,86430.84,6.62
M-4558,D-4307,Online Ads,74108.9,5.34
M-4559,D-9601,Billboards,81722.5,9.45
M-4560,D-7894,Billboards,29840.63,2.51
M-4561,D-5487,Online Ads,15888.98,2.33
M-4562,D-8092,Online Ads,77060.59,9.81
M-4563,D-4805,Billboards,16861.9,4.45
M-4564,D-9531,TV,15157.67,7.85
M-4565,D-2068,TV,10267.18,6.67
M-4566,D-5799,TV,95375.73,8.81
M-4567,D-6320,Online Ads,57507.87,2.65
M-4568,D-640,Radio,67841.2,2.84
M-4569,D-4090,TV,31033.27,2.8
M-4570,D-8064,Online Ads,84518.95,5.97
M-4571,D-5309,Billboards,37544.42,3.25
M-4572,D-1979,Billboards,4185.32,2.33
M-4573,D-4514,Radio,95539.45,7.28
M-4574,D-2672,Print Media,65245.12,4.44
M-4575,D-947,Online Ads,76164.27,4.37
M-4576,D-8719,Billboards,29063.97,9.32
M-4577,D-6030,Billboards,18861.54,7.07
M-4578,D-9256,Billboards,56010.0,7.55
M-4579,D-6982,Radio,11059.01,9.68
M-4580,D-8094,Billboards,8616.85,7.34
M-4581,D-3526,Billboards,4217.39,6.13
M-4582,D-9122,Print Media,31560.03,6.73
M-4583,D-6112,Radio,93083.65,3.77
M-4584,D-3037,Print Media,77787.41,8.07
M-4585,D-6373,Print Media,19745.62,2.48
M-4586,D-6813,Online Ads,29452.95,1.08
M-4587,D-4707,TV,8353.63,8.74
M-4588,D-3363,Billboards,53157.66,4.78
M-4589,D-1448,TV,45870.99,8.4
M-4590,D-4245,Online Ads,82273.98,3.21
M-4591,D-7152,TV,25128.22,6.7
M-4592,D-9551,Online Ads,95716.94,6.81
M-4593,D-8674,Online Ads,72381.34,9.29
M-4594,D-719,Print Media,48562.33,3.07
M-4595,D-3784,TV,24641.6,7.07
M-4596,D-6957,TV,48271.46,7.69
M-4597,D-6100,Radio,83530.2,3.22
M-4598,D-9139,Online Ads,95974.19,5.12
M-4599,D-4185,Print Media,43999.56,9.57
M-4600,D-4687,Billboards,72232.02,2.41
M-4601,D-8494,Radio,34222.8,2.27
M-4602,D-4152,TV,82247.57,5.65
M-4603,D-4019,Online Ads,54418.68,2.22
M-4604,D-5768,Online Ads,11151.13,7.65
M-4605,D-9204,TV,81323.15,6.24
M-4606,D-8922,Radio,86939.29,1.94
M-4607,D-5552,Print Media,15425.29,3.43
M-4608,D-9510,Print Media,4110.56,7.01
M-4609,D-8434,Online Ads,85346.16,9.78
M-4610,D-1000,Radio,81104.52,4.38
M-4611,D-7721,Online Ads,75329.93,5.73
M-4612,D-1956,TV,51598.45,2.83
M-4613,D-2131,Print Media,31648.31,2.26
M-4614,D-3575,Radio,90674.72,8.83
M-4615,D-6794,Print Media,63584.02,8.52
M-4616,D-480,Online Ads,52839.8,5.2
M-4617,D-9425,Online Ads,61907.36,2.34
M-4618,D-8597,Radio,82210.01,7.49
M-4619,D-5966,Billboards,44702.52,3.13
M-4620,D-8341,TV,28375.0,9.19
M-4621,D-1498,Print Media,51104.06,8.87
M-4622,D-4011,TV,72988.38,3.6
M-4623,D-3989,Radio,81145.41,7.85
M-4624,D-3968,TV,57876.47,9.62
M-4625,D-4351,Online Ads,69022.98,3.92
M-4626,D-9275,Billboards,2163.94,7.55
M-4627,D-3073,TV,79141.95,8.13
M-4628,D-2903,Print Media,24550.86,5.81
M-4629,D-2049,Online Ads,70774.01,7.24
M-4630,D-690,Print Media,51992.32,7.22
M-4631,D-7026,Print Media,28219.55,8.87
M-4632,D-307,TV,62628.44,1.83
M-4633,D-8594,Print Media,42624.58,5.12
M-4634,D-80,Online Ads,89876.79,9.87
M-4635,D-9943,Radio,78052.05,8.52
M-4636,D-1302,Print Media,67984.54,9.83
M-4637,D-9774,Online Ads,62804.97,3.07
M-4638,D-6707,TV,79677.81,7.11
M-4639,D-5074,Print Media,89745.63,1.37
M-4640,D-9450,Billboards,54416.91,1.96
M-4641,D-5909,Billboards,49978.13,7.34
M-4642,D-4422,TV,89561.98,9.03
M-4643,D-6805,Billboards,41542.6,4.64
M-4644,D-4070,Online Ads,40869.24,5.42
M-4645,D-8350,TV,32975.08,3.62
M-4646,D-2800,TV,83168.94,2.33
M-4647,D-2712,Print Media,72148.7,5.86
M-4648,D-1785,TV,67411.06,9.2
M-4649,D-3690,Radio,91523.9,9.74
M-4650,D-6768,Billboards,5243.49,2.53
M-4651,D-1348,Print Media,98928.09,6.85
M-4652,D-1174,Radio,4931.81,8.59
M-4653,D-9309,TV,99045.21,5.33
M-4654,D-9786,Online Ads,83009.48,7.46
M-4655,D-8918,Online Ads,88971.28,1.75
M-4656,D-545,Radio,30536.35,4.21
M-4657,D-887,Radio,69976.21,2.84
M-4658,D-4769,Billboards,75820.1,4.16
M-4659,D-2015,Billboards,34209.53,8.8
M-4660,D-4902,Billboards,29288.83,1.79
M-4661,D-9400,Radio,50067.42,5.14
M-4662,D-1016,Billboards,82488.35,9.6
M-4663,D-7873,Print Media,47620.57,5.06
M-4664,D-7802,Print Media,14284.09,3.44
M-4665,D-8861,Print Media,98261.47,7.78
M-4666,D-6213,TV,49298.61,1.9
M-4667,D-657,Billboards,71461.71,9.84
M-4668,D-3132,Print Media,9815.54,3.9
M-4669,D-9452,Online Ads,19708.13,6.86
M-4670,D-9177,TV,34512.9,5.37
M-4671,D-3168,TV,61009.28,2.57
M-4672,D-3089,TV,83115.79,6.03
M-4673,D-7762,Radio,99896.12,5.7
M-4674,D-7007,Print Media,42352.46,7.27
M-4675,D-1158,Radio,24914.91,2.71
M-4676,D-3966,TV,19814.97,4.18
M-4677,D-6848,Radio,83802.58,9.19
M-4678,D-7742,Radio,81187.88,7.25
M-4679,D-9964,Radio,69077.94,2.34
M-4680,D-1903,Radio,22768.8,7.35
M-4681,D-5369,Online Ads,73975.26,3.39
M-4682,D-349,Radio,68422.63,6.09
M-4683,D-8509,Online Ads,62535.53,3.77
M-4684,D-3801,Print Media,27330.92,6.52
M-4685,D-2889,Online Ads,27012.56,9.25
M-4686,D-1980,Radio,68673.32,3.92
M-4687,D-4624,Print Media,5652.3,4.8
M-4688,D-3361,Online Ads,73990.05,2.08
M-4689,D-1328,Billboards,5909.61,6.55
M-4690,D-27,Radio,31498.4,2.03
M-4691,D-7174,Radio,25241.09,1.74
M-4692,D-5431,Print Media,29092.54,2.25
M-4693,D-3607,Online Ads,21708.07,9.73
M-4694,D-9224,TV,32878.73,2.38
M-4695,D-5441,Online Ads,73417.72,5.83
M-4696,D-7743,Billboards,79153.47,6.98
M-4697,D-7387,Online Ads,69463.61,3.61
M-4698,D-4489,Print Media,58535.05,2.48
M-4699,D-9176,Print Media,18853.95,2.34
M-4700,D-7260,Print Media,2005.56,3.53
M-4701,D-6058,Billboards,76903.49,9.71
M-4702,D-5439,Billboards,92687.5,2.74
M-4703,D-8522,Radio,84980.96,4.09
M-4704,D-5380,Radio,99337.88,2.6
M-4705,D-8433,Radio,93542.69,9.02
M-4706,D-2798,Radio,84532.59,1.53
M-4707,D-5785,Billboards,17200.04,4.2
M-4708,D-9962,Online Ads,78089.14,4.47
M-4709,D-8438,Print Media,95008.35,1.36
M-4710,D-3007,Online Ads,46722.17,6.31
M-4711,D-3508,Print Media,8230.32,6.59
M-4712,D-7417,TV,52751.24,9.06
M-4713,D-7361,Radio,83621.79,8.88
M-4714,D-2092,Print Media,76448.51,9.75
M-4715,D-1680,Print Media,55715.09,6.55
M-4716,D-4570,Online Ads,43783.03,5.43
M-4717,D-9356,TV,8290.6,4.4
M-4718,D-370,Print Media,6698.88,4.76
M-4719,D-2480,Online Ads,9275.39,7.34
M-4720,D-1010,Print Media,49372.24,6.73
M-4721,D-3516,Radio,4999.41,3.39
M-4722,D-8963,TV,73820.46,6.2
M-4723,D-2397,Print Media,17057.86,1.29
M-4724,D-8878,Radio,82078.17,4.73
M-4725,D-8483,Billboards,12625.76,4.1
M-4726,D-9847,Online Ads,22309.55,8.5
M-4727,D-6830,Radio,12142.35,9.5
M-4728,D-1385,Online Ads,58560.52,4.9
M-4729,D-2675,Billboards,54686.17,9.78
M-4730,D-5049,TV,2175.27,8.75
M-4731,D-2167,Print Media,32669.11,8.46
M-4732,D-1636,TV,83524.97,5.55
M-4733,D-6848,Online Ads,24430.61,4.32
M-4734,D-5474,Online Ads,7880.61,9.47
M-4735,D-5896,Print Media,92854.48,5.74
M-4736,D-1093,Billboards,79921.51,5.13
M-4737,D-1885,Radio,87021.41,1.39
M-4738,D-6880,Online Ads,21908.53,7.8
M-4739,D-2804,Print Media,73189.72,8.85
M-4740,D-8805,Online Ads,82450.41,4.57
M-4741,D-688,TV,11392.94,7.88
M-4742,D-742,Online Ads,10320.58,1.86
M-4743,D-9415,Billboards,26941.47,3.98
M-4744,D-5304,Billboards,58870.16,6.23
M-4745,D-6353,TV,67833.9,4.23
M-4746,D-7862,Print Media,68054.17,7.13
M-4747,D-5095,TV,16538.69,2.47
M-4748,D-793,Online Ads,62139.7,9.63
M-4749,D-5000,TV,10898.57,3.7
M-4750,D-2458,Print Media,11079.74,8.13
M-4751,D-4728,Billboards,90152.68,3.51
M-4752,D-4622,Print Media,72610.91,3.17
M-4753,D-3103,Online Ads,74313.57,2.64
M-4754,D-1610,TV,18488.5,5.11
M-4755,D-4001,Print Media,1330.1,2.61
M-4756,D-4634,TV,43999.08,5.25
M-4757,D-7437,Radio,35440.46,1.79
M-4758,D-9611,Radio,88719.03,9.7
M-4759,D-6008,Print Media,64612.6,1.29
M-4760,D-5583,Print Media,49465.46,3.85
M-4761,D-1674,Online Ads,94604.04,7.3
M-4762,D-3541,TV,80600.9,2.85
M-4763,D-1533,Online Ads,61545.41,3.48
M-4764,D-2803,TV,59202.02,8.99
M-4765,D-2025,TV,48562.77,8.81
M-4766,D-471,Online Ads,55966.84,4.9
M-4767,D-983,TV,75995.27,7.59
M-4768,D-392,Online Ads,41510.93,1.63
M-4769,D-8340,Print Media,39104.71,6.29
M-4770,D-2627,Billboards,29159.72,6.5
M-4771,D-165,Radio,42347.14,7.18
M-4772,D-8078,TV,28609.67,3.3
M-4773,D-4527,Radio,27035.23,8.8
M-4774,D-4880,TV,64515.6,7.05
M-4775,D-557,TV,63222.39,3.19
M-4776,D-7389,Billboards,53792.43,7.6
M-4777,D-7730,Radio,57841.68,7.64
M-4778,D-6406,Billboards,97708.4,4.96
M-4779,D-2157,TV,51029.8,2.26
M-4780,D-2033,Billboards,31777.16,1.1
M-4781,D-7257,Billboards,41066.32,8.29
M-4782,D-6655,Print Media,19409.86,4.35
M-4783,D-6110,Radio,78869.37,9.13
M-4784,D-1816,Billboards,29504.64,3.32
M-4785,D-8045,Billboards,87932.67,4.96
M-4786,D-4783,Radio,68677.97,2.62
M-4787,D-7629,TV,15869.05,2.42
M-4788,D-8287,Radio,29168.84,2.46
M-4789,D-9880,Billboards,3995.45,7.22
M-4790,D-4734,Radio,9090.17,6.8
M-4791,D-7731,Print Media,55470.99,8.32
M-4792,D-6049,Billboards,21008.24,1.88
M-4793,D-1496,Radio,73633.71,3.23
M-4794,D-9536,Billboards,7127.46,1.21
M-4795,D-7238,Print Media,15379.91,5.36
M-4796,D-7815,Print Media,48275.61,5.19
M-4797,D-3916,TV,12865.5,2.95
M-4798,D-5678,Print Media,69145.14,3.91
M-4799,D-2676,Online Ads,48712.84,3.63
M-4800,D-2510,Billboards,44343.17,5.91
M-4801,D-5485,Print Media,71718.6,8.46
M-4802,D-2349,TV,7004.05,8.87
M-4803,D-8770,TV,83908.37,1.69
M-4804,D-9608,Print Media,3481.65,5.07
M-4805,D-1869,Radio,89909.97,9.82
M-4806,D-3987,Online Ads,6522.5,9.68
M-4807,D-5579,Billboards,51722.99,6.55
M-4808,D-1201,Billboards,19503.48,5.35
M-4809,D-3086,Billboards,89329.9,2.78
M-4810,D-3464,Billboards,65858.08,4.67
M-4811,D-1020,Online Ads,75909.41,9.91
M-4812,D-329,TV,4532.15,8.39
M-4813,D-5879,Billboards,95154.8,7.9
M-4814,D-5431,Billboards,38532.76,8.93
M-4815,D-1213,Print Media,94561.64,3.98
M-4816,D-6413,TV,31272.48,7.21
M-4817,D-4367,TV,70205.35,3.27
M-4818,D-1988,TV,65316.46,5.56
M-4819,D-2289,TV,7418.1,9.59
M-4820,D-7242,Billboards,80007.73,9.15
M-4821,D-4012,Radio,35017.29,5.5
M-4822,D-3180,Billboards,91543.73,2.61
M-4823,D-3440,Radio,93396.37,9.05
M-4824,D-4556,Radio,62041.67,4.49
M-4825,D-6232,Radio,34715.48,5.08
M-4826,D-8835,Online Ads,84144.29,4.49
M-4827,D-8931,Online Ads,44374.41,1.86
M-4828,D-294,Print Media,2953.69,2.9
M-4829,D-3411,Online Ads,23887.05,9.88
M-4830,D-6283,Online Ads,9492.62,4.95
M-4831,D-9859,TV,84734.36,1.61
M-4832,D-2672,Radio,10006.88,1.23
M-4833,D-9358,Online Ads,1838.95,5.82
M-4834,D-2808,Radio,10074.51,4.01
M-4835,D-9592,Print Media,59540.19,5.7
M-4836,D-467,Radio,49868.88,7.9
M-4837,D-6486,Radio,59313.91,4.53
M-4838,D-6069,Online Ads,25252.76,6.65
M-4839,D-5134,Print Media,31238.26,9.46
M-4840,D-7415,Billboards,37797.1,8.69
M-4841,D-1273,Radio,71263.69,9.8
M-4842,D-50,Online Ads,48974.36,6.73
M-4843,D-7786,Radio,39629.07,3.34
M-4844,D-7094,TV,22216.92,9.83
M-4845,D-9734,Print Media,75919.23,1.78
M-4846,D-1228,Print Media,50827.8,5.81
M-4847,D-5686,TV,56105.98,2.89
M-4848,D-4791,Radio,94155.71,3.02
M-4849,D-9329,Billboards,83194.34,4.3
M-4850,D-3548,Online Ads,74521.61,9.79
M-4851,D-1359,Print Media,30065.3,1.76
M-4852,D-7919,TV,96740.51,3.67
M-4853,D-4627,Billboards,77934.41,3.15
M-4854,D-9115,Print Media,24222.22,6.09
M-4855,D-9987,Online Ads,60537.39,3.25
M-4856,D-6443,Online Ads,70247.52,2.92
M-4857,D-8599,Radio,27106.18,2.65
M-4858,D-4726,TV,65710.14,1.79
M-4859,D-987,Print Media,5016.07,9.16
M-4860,D-5304,Online Ads,34731.02,3.47
M-4861,D-2649,Billboards,10979.4,1.79
M-4862,D-7101,Billboards,84986.5,5.14
M-4863,D-4274,Billboards,85425.39,9.44
M-4864,D-958,Online Ads,58962.85,9.35
M-4865,D-565,Print Media,91444.54,9.92
M-4866,D-5251,Radio,82025.83,9.86
M-4867,D-5769,Print Media,76462.11,5.2
M-4868,D-2748,TV,59139.38,7.9
M-4869,D-9874,Billboards,73319.79,7.47
M-4870,D-5681,Print Media,39396.65,6.02
M-4871,D-1003,Radio,66746.04,1.32
M-4872,D-3416,Print Media,31381.5,1.21
M-4873,D-1119,Billboards,95742.73,8.44
M-4874,D-832,Billboards,21730.09,2.26
M-4875,D-9608,Radio,82367.17,4.84
M-4876,D-7061,Billboards,49501.06,5.17
M-4877,D-5152,Online Ads,11937.1,2.1
M-4878,D-1187,Online Ads,96143.8,7.67
M-4879,D-7881,Radio,63047.04,7.97
M-4880,D-2131,Billboards,7442.23,5.67
M-4881,D-5332,Print Media,32450.92,9.53
M-4882,D-7430,Radio,1627.55,5.46
M-4883,D-2320,Radio,71906.48,2.58
M-4884,D-9117,Billboards,93891.82,3.93
M-4885,D-3496,TV,35992.2,7.37
M-4886,D-6964,Print Media,86149.5,3.79
M-4887,D-9526,Billboards,1536.89,4.95
M-4888,D-4407,Billboards,28869.5,6.0
M-4889,D-9728,Radio,18395.69,8.92
M-4890,D-8040,Billboards,64816.41,6.93
M-4891,D-6662,Radio,22218.91,1.03
M-4892,D-5584,Print Media,88218.17,7.8
M-4893,D-2827,Billboards,15638.26,9.32
M-4894,D-4888,Billboards,60775.49,1.84
M-4895,D-176,Billboards,44902.86,8.13
M-4896,D-3786,Online Ads,7927.72,3.74
M-4897,D-4495,TV,38471.07,8.98
M-4898,D-7950,Online Ads,88836.95,2.95
M-4899,D-3560,Billboards,61329.71,3.26
M-4900,D-7795,Billboards,15992.22,7.57
M-4901,D-5160,Billboards,2607.08,2.59
M-4902,D-8785,Print Media,75279.26,2.52
M-4903,D-3778,Print Media,35590.25,6.27
M-4904,D-6530,Print Media,70524.47,1.06
M-4905,D-8204,Print Media,43158.76,7.76
M-4906,D-3860,Online Ads,31483.04,7.43
M-4907,D-7709,Online Ads,39602.67,9.33
M-4908,D-2536,TV,13703.71,7.16
M-4909,D-55,Billboards,33756.51,8.71
M-4910,D-5918,Online Ads,17998.85,3.3
M-4911,D-2050,Online Ads,16772.02,5.42
M-4912,D-5976,TV,29500.93,5.5
M-4913,D-1956,Print Media,77205.61,7.44
M-4914,D-1077,Radio,48290.82,3.96
M-4915,D-8231,Online Ads,35381.21,8.12
M-4916,D-2429,Billboards,70216.8,4.57
M-4917,D-8671,TV,47529.45,5.61
M-4918,D-585,TV,9039.23,6.49
M-4919,D-9285,Radio,48156.05,9.6
M-4920,D-1359,Radio,51493.04,1.3
M-4921,D-177,TV,87718.24,3.34
M-4922,D-5239,Print Media,66406.77,3.09
M-4923,D-7501,Print Media,53941.01,5.15
M-4924,D-2533,Billboards,97327.6,4.86
M-4925,D-4881,Radio,46175.95,9.62
M-4926,D-1210,Print Media,89138.66,9.24
M-4927,D-8763,TV,44173.88,8.43
M-4928,D-7277,Print Media,18919.19,5.09
M-4929,D-7667,Radio,80784.7,1.25
M-4930,D-5050,Billboards,6090.73,3.89
M-4931,D-6818,Radio,62688.34,6.77
M-4932,D-4181,Print Media,47530.78,7.82
M-4933,D-1781,Billboards,61424.53,3.12
M-4934,D-1867,Billboards,39843.46,4.67
M-4935,D-9912,Online Ads,50002.94,2.91
M-4936,D-7846,TV,8568.98,8.35
M-4937,D-8155,Radio,68008.13,1.33
M-4938,D-1445,Print Media,6756.98,4.78
M-4939,D-3769,Print Media,55880.69,7.61
M-4940,D-4919,Radio,80446.22,2.93
M-4941,D-4901,TV,52086.75,6.88
M-4942,D-9079,Online Ads,86639.05,9.57
M-4943,D-3462,Online Ads,25729.35,3.7
M-4944,D-5833,Radio,73260.84,2.79
M-4945,D-1823,Radio,57502.86,1.93
M-4946,D-8944,Radio,22390.65,6.19
M-4947,D-3733,Print Media,79541.52,6.43
M-4948,D-4556,Radio,85720.93,4.32
M-4949,D-7881,Print Media,46739.22,1.95
M-4950,D-2060,Online Ads,98032.17,5.18
M-4951,D-452,Print Media,31136.19,5.9
M-4952,D-30,Radio,52703.89,2.11
M-4953,D-638,Online Ads,40186.2,2.38
M-4954,D-2586,Radio,11669.9,1.36
M-4955,D-9056,Online Ads,92029.22,7.91
M-4956,D-3024,Online Ads,19130.19,1.03
M-4957,D-2588,TV,51576.47,7.97
M-4958,D-4795,Online Ads,65828.64,3.09
M-4959,D-381,TV,87612.5,2.67
M-4960,D-5947,Radio,91842.29,8.19
M-4961,D-1592,Radio,35313.42,8.77
M-4962,D-6906,Billboards,54235.46,3.02
M-4963,D-4380,Billboards,77841.78,5.16
M-4964,D-9652,Radio,66312.11,3.96
M-4965,D-7472,TV,4090.9,7.51
M-4966,D-6163,Billboards,22283.87,5.7
M-4967,D-4653,Billboards,92099.83,5.39
M-4968,D-2833,Billboards,81657.51,6.69
M-4969,D-891,Radio,45904.96,6.3
M-4970,D-4014,Online Ads,3820.6,7.82
M-4971,D-7693,TV,71602.09,5.54
M-4972,D-2634,TV,63081.08,5.29
M-4973,D-2794,Online Ads,34663.64,9.98
M-4974,D-5838,TV,59347.28,7.75
M-4975,D-4974,Radio,44225.71,6.12
M-4976,D-219,Online Ads,18732.88,5.73
M-4977,D-8070,TV,40018.78,6.49
M-4978,D-9312,Online Ads,9125.82,6.38
M-4979,D-5374,Online Ads,52625.92,5.2
M-4980,D-5160,Radio,77914.8,1.24
M-4981,D-8142,Online Ads,10793.89,1.13
M-4982,D-1844,Billboards,59945.49,7.96
M-4983,D-7245,Billboards,55899.77,3.33
M-4984,D-5873,Billboards,64473.87,8.97
M-4985,D-6679,Radio,88255.94,1.54
M-4986,D-8744,Print Media,91531.11,5.47
M-4987,D-7343,Print Media,86679.14,3.94
M-4988,D-8554,Print Media,61486.25,2.29
M-4989,D-7344,Online Ads,97426.09,1.96
M-4990,D-8032,Online Ads,34899.97,4.59
M-4991,D-9394,Billboards,89744.49,1.34
M-4992,D-9948,Radio,27180.04,7.99
M-4993,D-1143,Radio,39014.7,7.62
M-4994,D-3687,Online Ads,95464.6,4.95
M-4995,D-4604,Radio,16225.16,7.75
M-4996,D-1597,TV,80915.66,3.55
M-4997,D-1921,Radio,85207.98,7.76
M-4998,D-5340,TV,95334.57,1.1
M-4999,D-8957,Online Ads,93969.77,6.69
M-5000,D-2275,TV,15456.02,2.96
M-5001,D-4845,Radio,11965.93,9.86
M-5002,D-2240,Radio,89629.99,9.13
M-5003,D-1723,TV,74074.95,3.99
M-5004,D-2589,Print Media,29435.18,3.49
M-5005,D-2536,Online Ads,88953.05,5.2
M-5006,D-7751,Billboards,92401.23,7.59
M-5007,D-5277,Billboards,54873.99,8.76
M-5008,D-484,Billboards,40475.42,1.7
M-5009,D-5471,TV,69005.82,7.25
M-5010,D-9963,TV,15636.8,3.58
M-5011,D-9710,Print Media,25543.29,3.1
M-5012,D-2002,TV,23109.21,1.66
M-5013,D-3426,Billboards,15117.09,8.73
M-5014,D-1116,Print Media,14981.12,8.22
M-5015,D-5957,Billboards,2409.62,8.55
M-5016,D-3666,Billboards,27125.01,6.98
M-5017,D-9940,TV,64299.83,9.13
M-5018,D-7199,TV,81382.69,5.28
M-5019,D-2754,Radio,98268.12,9.8
M-5020,D-9820,Billboards,41331.81,5.7
M-5021,D-5109,Online Ads,63258.94,5.92
M-5022,D-4841,TV,9494.09,4.89
M-5023,D-8554,Print Media,96720.28,5.27
M-5024,D-3238,Online Ads,18587.06,3.63
M-5025,D-3333,Online Ads,9440.75,1.79
M-5026,D-3800,Billboards,33378.14,4.13
M-5027,D-7280,Radio,70221.79,8.06
M-5028,D-7670,Print Media,86624.43,3.16
M-5029,D-4262,Online Ads,76545.89,1.75
M-5030,D-8003,TV,81119.12,8.24
M-5031,D-2448,Billboards,21769.28,4.08
M-5032,D-5916,Billboards,93699.39,6.75
M-5033,D-6763,Radio,91160.92,4.16
M-5034,D-1926,TV,76569.29,3.5
M-5035,D-4279,Billboards,23452.15,9.37
M-5036,D-8723,Billboards,24532.2,9.93
M-5037,D-1220,Radio,1366.61,3.45
M-5038,D-6283,Billboards,19344.61,9.36
M-5039,D-3650,Online Ads,69712.25,2.77
M-5040,D-8022,Billboards,97737.74,1.4
M-5041,D-1837,Print Media,89699.8,8.48
M-5042,D-1776,Radio,92964.72,4.34
M-5043,D-3230,TV,67163.6,2.67
M-5044,D-4432,Print Media,69659.71,4.14
M-5045,D-5711,Online Ads,10121.12,1.95
M-5046,D-4221,Billboards,78679.02,1.34
M-5047,D-4448,Online Ads,40802.48,5.67
M-5048,D-8655,Radio,25748.58,1.54
M-5049,D-504,TV,57019.0,8.03
M-5050,D-8142,Radio,28851.4,3.36
M-5051,D-3193,Print Media,75764.17,3.28
M-5052,D-564,TV,41828.65,4.24
M-5053,D-1677,TV,53995.94,3.22
M-5054,D-559,TV,75331.97,9.37
M-5055,D-4694,TV,52282.02,5.12
M-5056,D-8627,Print Media,71754.89,5.64
M-5057,D-7327,TV,21266.19,7.81
M-5058,D-6565,TV,79856.14,9.61
M-5059,D-5778,Print Media,14187.81,9.18
M-5060,D-7905,Billboards,86845.17,3.98
M-5061,D-670,Billboards,68277.33,6.53
