Revenue_ID,Drug_ID,Year,Total_Revenue
R-5015,D-3673,2022,756745.33
R-5016,D-6302,2017,728819.4
R-5017,D-4065,2015,884421.77
R-5018,D-6146,2015,1891887.78
R-5019,D-2458,2023,1127882.55
R-5020,D-8604,2015,367061.98
R-5021,D-5425,2024,1643411.8
R-5022,D-8236,2016,508960.82
R-5023,D-4711,2017,885649.97
R-5024,D-9628,2020,147773.72
R-5025,D-8927,2022,51215.99
R-5026,D-1212,2018,1758460.8
R-5027,D-1733,2022,722917.63
R-5028,D-4227,2023,539478.91
R-5029,D-6102,2017,1982290.33
R-5030,D-7980,2016,800198.56
R-5031,D-5916,2015,1554412.59
R-5032,D-8653,2020,1644643.01
R-5033,D-7523,2021,674073.21
R-5034,D-3661,2022,685465.84
R-5035,D-8712,2018,405500.13
R-5036,D-6696,2018,196896.87
R-5037,D-8942,2023,1175553.69
R-5038,D-8618,2015,1498390.99
R-5039,D-488,2021,792938.58
R-5040,D-6014,2021,1848526.07
R-5041,D-794,2020,1396500.16
R-5042,D-7512,2017,1870821.72
R-5043,D-4941,2020,1302484.03
R-5044,D-5130,2021,1818576.43
R-5045,D-1580,2022,311118.32
R-5046,D-2020,2015,137445.04
R-5047,D-5462,2020,783260.94
R-5048,D-2917,2020,130255.79
R-5049,D-4806,2018,1280336.24
R-5050,D-7579,2019,1825063.39
R-5051,D-1219,2018,378219.26
R-5052,D-8638,2020,667586.95
R-5053,D-7202,2018,1758832.62
R-5054,D-1391,2020,1815783.49
R-5055,D-305,2021,496201.83
R-5056,D-633,2020,1306230.29
R-5057,D-397,2015,984309.1
R-5058,D-3251,2017,1344391.78
R-5059,D-19,2021,307593.44
R-5060,D-857,2022,1626173.11
R-5061,D-4021,2016,404524.37
R-5062,D-5587,2020,1234750.85
R-5063,D-2190,2018,1887848.21
R-5064,D-7780,2019,54938.03
R-5065,D-5318,2020,1398138.65
R-5066,D-1606,2020,1011662.0
R-5067,D-7599,2022,1514843.6
R-5068,D-2831,2019,1926737.9
R-5069,D-8683,2015,1325351.59
R-5070,D-6434,2019,1912977.52
R-5071,D-3635,2019,1224094.85
R-5072,D-2112,2024,355620.96
R-5073,D-4577,2024,894710.15
R-5074,D-5012,2017,101160.71
R-5075,D-9023,2022,1522661.8
R-5076,D-8067,2016,955747.49
R-5077,D-8268,2016,1835109.19
R-5078,D-3924,2015,497255.56
R-5079,D-6950,2023,1872504.23
R-5080,D-613,2018,1162773.19
R-5081,D-684,2022,1167992.13
R-5082,D-2417,2024,686117.72
R-5083,D-9957,2015,470248.34
R-5084,D-8278,2023,478455.16
R-5085,D-4961,2022,419355.4
R-5086,D-6046,2024,275318.5
R-5087,D-5879,2023,704555.62
R-5088,D-8919,2015,1283167.94
R-5089,D-3009,2019,1843607.69
R-5090,D-8259,2016,216565.16
R-5091,D-1159,2023,401934.21
R-5092,D-4845,2021,1430164.87
R-5093,D-6616,2020,779221.9
R-5094,D-1649,2021,679034.48
R-5095,D-7629,2022,1700674.13
R-5096,D-2745,2018,1322695.41
R-5097,D-7694,2023,1019357.85
R-5098,D-509,2020,1005351.08
R-5099,D-1368,2021,887520.74
R-5100,D-9104,2019,901411.87
R-5101,D-9336,2023,1461320.81
R-5102,D-1913,2023,1519683.59
R-5103,D-3435,2015,1025545.16
R-5104,D-8424,2015,1561764.05
R-5105,D-9137,2016,367989.29
R-5106,D-8106,2017,1793079.73
R-5107,D-2051,2020,1687195.44
R-5108,D-1857,2018,1571322.61
R-5109,D-7938,2024,86247.28
R-5110,D-2148,2015,1545451.07
R-5111,D-8870,2020,1816065.24
R-5112,D-4020,2018,1730123.38
R-5113,D-6600,2017,291160.79
R-5114,D-34,2016,1807400.22
R-5115,D-7105,2020,385845.49
R-5116,D-9946,2024,1561179.64
R-5117,D-6225,2021,1077725.21
R-5118,D-6920,2018,447836.41
R-5119,D-8829,2021,516049.31
R-5120,D-8280,2015,1873829.28
R-5121,D-4479,2019,916857.82
R-5122,D-4117,2015,1168828.97
R-5123,D-8938,2017,218499.99
R-5124,D-8077,2019,572443.56
R-5125,D-9599,2020,1065519.96
R-5126,D-4716,2016,1785862.14
R-5127,D-9991,2022,167842.63
R-5128,D-3972,2016,594627.67
R-5129,D-1426,2024,1551135.88
R-5130,D-7404,2019,1906973.64
R-5131,D-3170,2024,851178.49
R-5132,D-3240,2019,1920869.53
R-5133,D-2193,2020,1704725.76
R-5134,D-2129,2017,765455.04
R-5135,D-477,2023,162315.66
R-5136,D-6684,2018,1871111.42
R-5137,D-2880,2016,1776904.35
R-5138,D-4567,2020,345334.31
R-5139,D-9071,2018,1404457.59
R-5140,D-505,2018,847031.17
R-5141,D-7596,2023,1933287.42
R-5142,D-2627,2024,1704428.09
R-5143,D-7479,2021,282683.61
R-5144,D-4658,2015,656310.98
R-5145,D-3554,2016,1915033.18
R-5146,D-5503,2015,1379157.38
R-5147,D-8356,2020,551763.4
R-5148,D-5954,2017,775245.26
R-5149,D-6302,2023,249345.82
R-5150,D-9350,2017,995176.15
R-5151,D-3465,2017,454724.49
R-5152,D-2089,2022,1929872.72
R-5153,D-8236,2020,141969.59
R-5154,D-8016,2018,1553863.03
R-5155,D-4352,2019,756878.19
R-5156,D-4027,2024,796369.22
R-5157,D-4746,2020,417205.63
R-5158,D-2243,2023,473514.32
R-5159,D-856,2022,1559952.67
R-5160,D-5419,2020,1083568.44
R-5161,D-276,2021,1699240.08
R-5162,D-2669,2022,1760594.78
R-5163,D-4689,2019,860027.22
R-5164,D-908,2019,465437.69
R-5165,D-9558,2018,325412.25
R-5166,D-85,2021,1066016.83
R-5167,D-5784,2018,345367.51
R-5168,D-673,2017,1385792.52
R-5169,D-9163,2017,784110.83
R-5170,D-3454,2020,161637.3
R-5171,D-4672,2015,289060.73
R-5172,D-5700,2018,670484.58
R-5173,D-932,2017,969938.69
R-5174,D-3211,2019,1333450.08
R-5175,D-7403,2021,795971.58
R-5176,D-3820,2022,1221048.19
R-5177,D-6112,2022,1492647.45
R-5178,D-203,2023,628848.31
R-5179,D-9964,2016,684085.7
R-5180,D-2944,2022,1229201.01
R-5181,D-6292,2018,747354.44
R-5182,D-9311,2017,1774451.95
R-5183,D-2827,2017,1817066.59
R-5184,D-5620,2021,247964.33
R-5185,D-2654,2020,496748.01
R-5186,D-6978,2022,631079.84
R-5187,D-1113,2016,1851136.3
R-5188,D-7729,2016,1209096.6
R-5189,D-6087,2019,498874.23
R-5190,D-1371,2016,1242696.39
R-5191,D-6005,2023,1991512.99
R-5192,D-4186,2022,946440.41
R-5193,D-1424,2018,1145053.67
R-5194,D-8572,2019,1303096.63
R-5195,D-8915,2022,940184.62
R-5196,D-2228,2022,1347973.24
R-5197,D-2913,2022,407614.84
R-5198,D-8312,2023,1429540.98
R-5199,D-7399,2019,434215.65
R-5200,D-525,2017,1969644.68
R-5201,D-903,2021,1320862.59
R-5202,D-2340,2020,150376.75
R-5203,D-1112,2024,1821533.17
R-5204,D-3567,2022,320295.22
R-5205,D-7034,2024,1675328.08
R-5206,D-1441,2023,1888395.92
R-5207,D-3541,2019,327924.68
R-5208,D-9876,2018,1287019.17
R-5209,D-9480,2021,221291.02
R-5210,D-9308,2017,1279658.49
R-5211,D-2789,2015,684659.14
R-5212,D-3414,2016,829669.07
R-5213,D-2540,2022,1595931.46
R-5214,D-3545,2016,1670870.44
R-5215,D-9611,2016,997705.33
R-5216,D-8272,2016,1472495.51
R-5217,D-7279,2019,379211.3
R-5218,D-4590,2017,996312.88
R-5219,D-4745,2018,871665.46
R-5220,D-5379,2015,157233.18
R-5221,D-1555,2023,1496448.87
R-5222,D-2631,2016,1768710.79
R-5223,D-2400,2023,281759.66
R-5224,D-7654,2018,542962.47
R-5225,D-6890,2022,104156.08
R-5226,D-44,2017,551042.12
R-5227,D-7386,2021,1898253.75
R-5228,D-8753,2015,1940758.02
R-5229,D-6865,2018,62408.74
R-5230,D-7034,2019,1034949.37
R-5231,D-123,2021,1357964.83
R-5232,D-7324,2018,900613.09
R-5233,D-6609,2016,135066.48
R-5234,D-4762,2022,394704.71
R-5235,D-4729,2023,261341.94
R-5236,D-2081,2024,1863634.32
R-5237,D-58,2015,481031.86
R-5238,D-7437,2017,1185704.76
R-5239,D-616,2018,1757761.07
R-5240,D-8090,2021,881243.69
R-5241,D-8015,2022,358683.19
R-5242,D-1687,2018,1032435.36
R-5243,D-3789,2024,720288.8
R-5244,D-6073,2021,462023.25
R-5245,D-9383,2018,796870.53
R-5246,D-2556,2021,1733263.91
R-5247,D-3846,2024,817949.23
R-5248,D-4044,2024,1709830.89
R-5249,D-1443,2021,498977.31
R-5250,D-2867,2024,1703284.48
R-5251,D-8965,2016,441848.71
R-5252,D-9560,2022,793549.05
R-5253,D-8198,2023,1736904.2
R-5254,D-5183,2022,1420524.9
R-5255,D-1916,2015,132172.79
R-5256,D-1454,2015,1950232.2
R-5257,D-8325,2016,1346664.02
R-5258,D-7043,2022,199600.51
R-5259,D-46,2019,1412741.17
R-5260,D-5689,2020,892610.26
R-5261,D-4406,2018,665072.21
R-5262,D-2088,2023,320684.4
R-5263,D-3269,2023,476699.35
R-5264,D-1233,2018,621666.22
R-5265,D-1657,2017,56642.94
R-5266,D-2700,2017,96197.68
R-5267,D-6179,2016,1940701.22
R-5268,D-2298,2024,1008931.96
R-5269,D-5791,2022,166863.58
R-5270,D-7374,2019,1506898.22
R-5271,D-4434,2015,1938281.19
R-5272,D-8404,2017,1508853.4
R-5273,D-9765,2023,1981118.1
R-5274,D-4601,2017,1823081.4
R-5275,D-6479,2018,1412309.59
R-5276,D-6582,2016,697334.09
R-5277,D-8098,2021,1660915.31
R-5278,D-5005,2019,669159.53
R-5279,D-6331,2018,653895.29
R-5280,D-5333,2015,1352281.55
R-5281,D-5605,2018,1267390.63
R-5282,D-395,2020,1702950.32
R-5283,D-5945,2024,620976.62
R-5284,D-7396,2015,798240.67
R-5285,D-5134,2016,1288267.33
R-5286,D-1033,2023,476776.92
R-5287,D-9320,2016,135026.03
R-5288,D-4371,2023,750725.18
R-5289,D-3804,2016,898148.43
R-5290,D-4170,2015,323007.01
R-5291,D-2096,2017,699314.67
R-5292,D-5509,2016,1887124.72
R-5293,D-4536,2015,816551.11
R-5294,D-8214,2020,772778.38
R-5295,D-2308,2015,150679.26
R-5296,D-5225,2017,441544.67
R-5297,D-145,2020,584026.45
R-5298,D-8778,2018,1998867.19
R-5299,D-5972,2023,955226.66
R-5300,D-1031,2016,918235.44
R-5301,D-1300,2017,1763417.82
R-5302,D-5905,2015,809172.86
R-5303,D-5019,2019,529594.84
R-5304,D-9358,2019,489044.89
R-5305,D-4347,2021,1720656.89
R-5306,D-7379,2024,1320651.34
R-5307,D-6124,2022,256917.75
R-5308,D-139,2024,670627.66
R-5309,D-4853,2020,907234.15
R-5310,D-6932,2020,427358.69
R-5311,D-6078,2024,1599572.8
R-5312,D-3532,2018,1123853.2
R-5313,D-4193,2021,330392.14
R-5314,D-2801,2021,328882.3
R-5315,D-5587,2020,1012774.76
R-5316,D-4921,2019,1219184.62
R-5317,D-2503,2020,171112.17
R-5318,D-2469,2020,1147147.3
R-5319,D-8211,2017,1365958.8
R-5320,D-9202,2016,1918001.62
R-5321,D-381,2023,1250744.78
R-5322,D-3739,2015,1449792.9
R-5323,D-2509,2023,1796517.34
R-5324,D-6902,2020,780557.86
R-5325,D-47,2024,1345248.6
R-5326,D-2786,2020,1058125.4
R-5327,D-9333,2019,355675.22
R-5328,D-7864,2019,1474425.23
R-5329,D-4742,2023,1406953.97
R-5330,D-9190,2021,411224.29
R-5331,D-399,2018,575649.36
R-5332,D-5287,2019,1727155.51
R-5333,D-7473,2023,123329.33
R-5334,D-9734,2022,76789.84
R-5335,D-6949,2016,1738608.96
R-5336,D-9086,2023,236885.48
R-5337,D-7367,2018,380741.25
R-5338,D-3239,2017,1839359.71
R-5339,D-3393,2024,1658463.04
R-5340,D-5647,2020,457324.2
R-5341,D-2672,2015,1794357.37
R-5342,D-588,2021,651210.51
R-5343,D-1636,2015,678070.54
R-5344,D-8515,2023,1983924.78
R-5345,D-9022,2016,1820016.22
R-5346,D-9919,2015,1409754.57
R-5347,D-7443,2024,749668.12
R-5348,D-6466,2024,1384997.29
R-5349,D-1473,2023,1268188.24
R-5350,D-1395,2019,1047401.99
R-5351,D-849,2020,1598102.77
R-5352,D-9816,2017,1658989.23
R-5353,D-7321,2022,188218.38
R-5354,D-7093,2021,295031.62
R-5355,D-3282,2016,581841.61
R-5356,D-635,2024,996338.34
R-5357,D-2680,2023,1930764.76
R-5358,D-8491,2023,1191496.98
R-5359,D-6926,2015,1121300.67
R-5360,D-6958,2017,987568.64
R-5361,D-5633,2019,1268435.47
R-5362,D-3994,2017,966779.42
R-5363,D-5976,2022,606435.98
R-5364,D-9106,2019,1533606.32
R-5365,D-1256,2018,1821043.19
R-5366,D-9013,2019,1278118.49
R-5367,D-9487,2016,750968.59
R-5368,D-9005,2023,1788598.75
R-5369,D-5804,2019,237785.71
R-5370,D-7615,2017,1404238.48
R-5371,D-1750,2019,1126378.65
R-5372,D-7260,2018,769368.21
R-5373,D-2593,2020,1830810.51
R-5374,D-1319,2015,926454.01
R-5375,D-4352,2019,1871024.16
R-5376,D-8528,2023,1725189.36
R-5377,D-6558,2016,1538398.87
R-5378,D-9125,2019,795515.07
R-5379,D-8780,2023,402701.38
R-5380,D-2697,2020,639501.07
R-5381,D-3857,2018,1312632.23
R-5382,D-9119,2024,1784039.07
R-5383,D-5855,2021,59907.88
R-5384,D-5651,2023,1278656.53
R-5385,D-1978,2018,156926.0
R-5386,D-5650,2016,1499493.34
R-5387,D-1668,2023,1990255.54
R-5388,D-478,2020,1386004.61
R-5389,D-9571,2024,1925959.8
R-5390,D-4016,2017,1030416.4
R-5391,D-4135,2019,1005186.87
R-5392,D-6622,2024,604506.53
R-5393,D-6931,2018,1585678.43
R-5394,D-7180,2019,1366908.53
R-5395,D-3868,2022,1832860.13
R-5396,D-801,2018,1479956.32
R-5397,D-8295,2022,1113280.27
R-5398,D-8862,2017,793332.98
R-5399,D-107,2020,529682.97
R-5400,D-4259,2022,85611.34
R-5401,D-8896,2022,1025025.99
R-5402,D-65,2018,1071458.69
R-5403,D-8663,2015,795829.01
R-5404,D-1507,2021,1904616.7
R-5405,D-2828,2018,1193410.78
R-5406,D-7938,2023,498635.61
R-5407,D-2103,2020,1275255.51
R-5408,D-8073,2020,1543171.57
R-5409,D-4549,2021,637464.03
R-5410,D-7055,2016,1624563.92
R-5411,D-231,2024,667739.31
R-5412,D-673,2015,1937345.79
R-5413,D-1313,2023,1999888.84
R-5414,D-1998,2015,1211009.27
R-5415,D-1460,2021,442059.8
R-5416,D-5991,2018,1408610.99
R-5417,D-7130,2019,448465.86
R-5418,D-6807,2017,1852458.0
R-5419,D-3858,2020,209456.53
R-5420,D-1974,2023,717062.82
R-5421,D-1068,2022,763723.59
R-5422,D-432,2024,338528.64
R-5423,D-8351,2022,222255.11
R-5424,D-4384,2022,1472336.71
R-5425,D-8924,2017,918457.52
R-5426,D-6067,2021,378994.7
R-5427,D-5588,2017,690844.13
R-5428,D-7477,2020,1275227.21
R-5429,D-9952,2022,667159.39
R-5430,D-3152,2021,1860409.74
R-5431,D-9876,2017,99387.21
R-5432,D-3675,2017,1168495.17
R-5433,D-8483,2024,1848763.68
R-5434,D-1661,2022,1629258.39
R-5435,D-2432,2023,327200.16
R-5436,D-4097,2017,900384.61
R-5437,D-317,2019,1767435.79
R-5438,D-1705,2023,761354.4
R-5439,D-4687,2024,1300060.53
R-5440,D-8047,2016,303888.19
R-5441,D-6651,2023,1883555.27
R-5442,D-6327,2017,1317299.45
R-5443,D-9546,2019,1800885.28
R-5444,D-6526,2020,1822213.14
R-5445,D-4528,2020,1031687.55
R-5446,D-8982,2018,1775874.08
R-5447,D-4331,2022,573192.65
R-5448,D-7066,2017,1942648.98
R-5449,D-1427,2019,1548096.76
R-5450,D-5436,2017,421888.02
R-5451,D-1741,2015,1128080.83
R-5452,D-447,2015,1573221.74
R-5453,D-1869,2024,711524.12
R-5454,D-4909,2017,1224481.16
R-5455,D-5244,2024,1056271.96
R-5456,D-2760,2024,160243.11
R-5457,D-9405,2021,418733.12
R-5458,D-7259,2024,449328.12
R-5459,D-1678,2020,1473186.45
R-5460,D-7468,2017,1538067.34
R-5461,D-3324,2023,1531348.09
R-5462,D-132,2015,1313672.37
R-5463,D-4483,2022,1933176.91
R-5464,D-3075,2015,1635153.84
R-5465,D-1614,2022,347929.79
R-5466,D-1144,2022,1470955.12
R-5467,D-3112,2016,762558.68
R-5468,D-8263,2023,1256976.61
R-5469,D-7296,2023,1590568.4
R-5470,D-5312,2016,1314955.73
R-5471,D-117,2020,579867.81
R-5472,D-9242,2023,169330.38
R-5473,D-3130,2020,1672314.97
R-5474,D-1193,2023,894378.73
R-5475,D-46,2017,270965.37
R-5476,D-6730,2017,619876.59
R-5477,D-1719,2022,1600025.37
R-5478,D-7895,2024,1566297.62
R-5479,D-3698,2018,1523303.29
R-5480,D-5585,2020,1620972.81
R-5481,D-5656,2021,1683234.71
R-5482,D-8018,2017,1884996.16
R-5483,D-2012,2020,792059.54
R-5484,D-7838,2020,1180264.37
R-5485,D-7820,2024,719090.3
R-5486,D-7237,2016,175180.11
R-5487,D-2565,2021,563969.55
R-5488,D-1861,2020,1798347.37
R-5489,D-7026,2019,586457.45
R-5490,D-6262,2018,1347759.03
R-5491,D-4735,2019,403995.59
R-5492,D-968,2024,1204320.17
R-5493,D-1294,2021,485179.82
R-5494,D-6371,2022,1111885.68
R-5495,D-2916,2015,300679.83
R-5496,D-5251,2024,1382723.1
R-5497,D-9237,2022,209602.76
R-5498,D-5607,2018,894444.0
R-5499,D-3210,2023,1284976.46
R-5500,D-4185,2024,523313.09
R-5501,D-5891,2018,1233009.41
R-5502,D-4415,2024,288667.58
R-5503,D-7452,2016,1609812.93
R-5504,D-7752,2016,1624115.0
R-5505,D-2282,2017,1275348.1
R-5506,D-8751,2023,462397.5
R-5507,D-509,2016,1796046.37
R-5508,D-8223,2016,905244.67
R-5509,D-9778,2015,986336.23
R-5510,D-3188,2016,72589.7
R-5511,D-8110,2023,1309171.5
R-5512,D-2538,2015,620327.06
R-5513,D-5256,2016,1065309.43
R-5514,D-9429,2018,105585.86
R-5515,D-5700,2023,1017569.33
R-5516,D-7030,2015,1051530.03
R-5517,D-1750,2020,1594333.09
R-5518,D-6419,2017,939018.28
R-5519,D-8766,2015,1903794.83
R-5520,D-9804,2021,712971.42
R-5521,D-9210,2018,204923.48
R-5522,D-3294,2020,1351183.32
R-5523,D-8130,2022,828902.01
R-5524,D-5174,2017,110175.95
R-5525,D-286,2019,1979950.78
R-5526,D-1735,2018,994743.12
R-5527,D-5012,2019,1778247.1
R-5528,D-9072,2019,1178910.08
R-5529,D-2048,2015,1141308.56
R-5530,D-754,2019,1040288.93
R-5531,D-2771,2023,714100.77
R-5532,D-8147,2024,478599.51
R-5533,D-452,2015,1202039.55
R-5534,D-3915,2017,226884.32
R-5535,D-6507,2016,440703.88
R-5536,D-4535,2022,1607629.38
R-5537,D-6641,2022,215933.86
R-5538,D-5775,2017,134953.74
R-5539,D-7803,2015,1121536.7
R-5540,D-6521,2022,328736.28
R-5541,D-1108,2019,1048914.02
R-5542,D-708,2019,854784.56
R-5543,D-5900,2022,1229341.38
R-5544,D-2295,2017,1415469.28
R-5545,D-8170,2017,267932.79
R-5546,D-2836,2022,321125.8
R-5547,D-3106,2021,67290.36
R-5548,D-8175,2019,1693975.93
R-5549,D-5651,2018,1008283.32
R-5550,D-5088,2024,754947.98
R-5551,D-3217,2016,1008101.89
R-5552,D-5318,2016,1265023.77
R-5553,D-5012,2022,427051.55
R-5554,D-7737,2017,254346.97
R-5555,D-7901,2017,270284.39
R-5556,D-9102,2023,1576778.51
R-5557,D-918,2018,1366144.58
R-5558,D-1950,2022,625781.94
R-5559,D-5230,2020,1575243.33
R-5560,D-2820,2016,1227641.91
R-5561,D-7063,2024,1394884.34
R-5562,D-180,2023,149327.78
R-5563,D-8032,2017,1012885.34
R-5564,D-4863,2023,603501.8
R-5565,D-8740,2022,1914727.3
R-5566,D-6306,2015,526267.65
R-5567,D-9275,2019,1737395.37
R-5568,D-3538,2023,1887245.42
R-5569,D-5520,2020,1965579.52
R-5570,D-8425,2024,1488695.77
R-5571,D-8553,2020,530452.95
R-5572,D-3077,2024,387337.17
R-5573,D-9347,2018,1326695.0
R-5574,D-7944,2023,1851542.53
R-5575,D-9044,2024,672653.91
R-5576,D-4354,2022,473148.56
R-5577,D-7333,2023,114852.11
R-5578,D-9816,2022,1644512.29
R-5579,D-1838,2017,301837.36
R-5580,D-6614,2021,1784556.09
R-5581,D-6549,2016,1637413.28
R-5582,D-5290,2024,1159467.11
R-5583,D-9357,2021,458563.77
R-5584,D-1325,2024,731876.05
R-5585,D-4643,2022,1805566.21
R-5586,D-4938,2016,1558180.79
R-5587,D-4242,2021,1076056.35
R-5588,D-5778,2023,252262.9
R-5589,D-279,2022,893932.35
R-5590,D-3710,2022,708389.99
R-5591,D-2930,2020,1466544.88
R-5592,D-3211,2019,1221753.52
R-5593,D-2024,2016,410528.13
R-5594,D-2443,2016,882368.1
R-5595,D-4310,2023,169522.91
R-5596,D-8356,2019,389633.95
R-5597,D-9279,2022,990186.22
R-5598,D-1847,2021,754855.8
R-5599,D-4184,2017,589206.92
R-5600,D-2608,2024,1628462.33
R-5601,D-8005,2022,234279.62
R-5602,D-4333,2019,1987032.74
R-5603,D-2102,2024,1665986.87
R-5604,D-5379,2019,894679.51
R-5605,D-8281,2024,1912095.18
R-5606,D-9246,2022,907149.33
R-5607,D-1686,2024,1839661.99
R-5608,D-5897,2016,1486497.62
R-5609,D-9855,2021,1579557.9
R-5610,D-6226,2016,99022.47
R-5611,D-5250,2022,428696.23
R-5612,D-4912,2016,302151.39
R-5613,D-5419,2015,187747.33
R-5614,D-8882,2017,1894206.71
R-5615,D-2468,2022,1576442.71
R-5616,D-7904,2021,1366846.33
R-5617,D-3556,2018,1884422.08
R-5618,D-7517,2015,451642.54
R-5619,D-3023,2024,1062901.78
R-5620,D-384,2015,1185745.7
R-5621,D-4230,2016,159690.29
R-5622,D-1875,2020,808392.55
R-5623,D-7146,2022,1281832.55
R-5624,D-8317,2018,1194079.64
R-5625,D-9614,2015,1168096.6
R-5626,D-3282,2019,1305645.13
R-5627,D-9982,2020,811942.28
R-5628,D-4372,2017,810237.49
R-5629,D-2750,2018,1156974.6
R-5630,D-4361,2016,1750671.95
R-5631,D-1953,2024,65489.31
R-5632,D-8583,2016,1139474.87
R-5633,D-5247,2018,1786450.38
R-5634,D-296,2019,1858343.64
R-5635,D-4746,2018,914068.0
R-5636,D-8603,2022,1764108.79
R-5637,D-9617,2020,1839600.18
R-5638,D-966,2022,1714778.59
R-5639,D-188,2019,815872.62
R-5640,D-6350,2021,211430.79
R-5641,D-326,2022,1305157.08
R-5642,D-6465,2021,932315.95
R-5643,D-8065,2021,1524328.81
R-5644,D-215,2020,148876.33
R-5645,D-8609,2019,983802.29
R-5646,D-8100,2017,556428.23
R-5647,D-6533,2015,1194478.6
R-5648,D-2069,2024,191248.54
R-5649,D-4392,2023,1711789.37
R-5650,D-506,2021,1705970.8
R-5651,D-8329,2021,1669024.82
R-5652,D-2089,2021,436139.79
R-5653,D-9168,2019,106162.74
R-5654,D-3523,2020,292536.09
R-5655,D-3533,2015,1175310.39
R-5656,D-859,2022,1727306.65
R-5657,D-507,2015,906660.43
R-5658,D-9470,2022,829993.09
R-5659,D-2994,2018,616530.15
R-5660,D-7681,2016,494732.77
R-5661,D-3582,2023,686935.72
R-5662,D-3790,2016,1906358.77
R-5663,D-8529,2019,1310164.08
R-5664,D-5277,2019,141118.8
R-5665,D-2510,2017,271454.79
R-5666,D-9146,2016,1626583.32
R-5667,D-9848,2015,358117.68
R-5668,D-2920,2017,1872300.31
R-5669,D-5193,2015,780371.57
R-5670,D-8094,2024,1297670.82
R-5671,D-405,2015,1711766.25
R-5672,D-2331,2016,1640746.13
R-5673,D-6558,2021,871474.5
R-5674,D-8131,2022,1589998.11
R-5675,D-2586,2019,203574.59
R-5676,D-1097,2019,1783668.08
R-5677,D-8873,2018,258328.68
R-5678,D-2751,2021,1394732.08
R-5679,D-5777,2016,754364.71
R-5680,D-8020,2024,604095.45
R-5681,D-1235,2018,1294099.63
R-5682,D-5898,2020,1260081.54
R-5683,D-7414,2018,1168171.11
R-5684,D-8048,2023,1415022.5
R-5685,D-3805,2020,150516.37
R-5686,D-2016,2023,727355.04
R-5687,D-7868,2017,639642.01
R-5688,D-5387,2019,649509.41
R-5689,D-3943,2015,220079.74
R-5690,D-6652,2021,1072348.16
R-5691,D-3717,2023,1958962.53
R-5692,D-9976,2020,1919104.94
R-5693,D-7288,2023,156349.58
R-5694,D-8832,2023,1930289.39
R-5695,D-6268,2024,804056.26
R-5696,D-9741,2018,334397.24
R-5697,D-703,2023,1973538.16
R-5698,D-3615,2016,1515509.58
R-5699,D-6433,2018,478303.98
R-5700,D-1909,2020,784469.03
R-5701,D-8626,2017,875955.08
R-5702,D-4605,2019,524167.04
R-5703,D-3929,2021,1154557.31
R-5704,D-6700,2017,1304176.85
R-5705,D-8778,2019,55537.36
R-5706,D-2718,2022,921881.12
R-5707,D-2619,2015,1919742.24
R-5708,D-9584,2017,331724.25
R-5709,D-8441,2016,677575.59
R-5710,D-3084,2022,373494.98
R-5711,D-3401,2022,630080.61
R-5712,D-6746,2015,1403313.14
R-5713,D-9558,2017,1727591.26
R-5714,D-1211,2020,1433733.09
R-5715,D-9607,2018,308815.58
R-5716,D-5505,2023,1708635.72
R-5717,D-7231,2018,210162.27
R-5718,D-1769,2021,1365552.55
R-5719,D-7799,2024,1032556.63
R-5720,D-8977,2022,1991213.42
R-5721,D-3402,2022,128069.8
R-5722,D-169,2024,1738448.82
R-5723,D-840,2016,1452676.93
R-5724,D-3181,2015,330043.34
R-5725,D-462,2024,700329.23
R-5726,D-6031,2024,64598.47
R-5727,D-6209,2017,1001481.79
R-5728,D-5057,2017,1113269.7
R-5729,D-4121,2015,1253552.34
R-5730,D-1336,2023,680863.68
R-5731,D-5270,2024,1311584.66
R-5732,D-9065,2021,280493.1
R-5733,D-9741,2024,1117970.56
R-5734,D-6624,2020,61465.63
R-5735,D-8985,2023,1358964.33
R-5736,D-9497,2017,697289.25
R-5737,D-7949,2020,1989118.32
R-5738,D-5018,2016,1529315.39
R-5739,D-8538,2022,772402.09
R-5740,D-2437,2019,1406003.19
R-5741,D-8949,2024,1454454.88
R-5742,D-7429,2016,1163253.65
R-5743,D-5199,2019,1636287.98
R-5744,D-8785,2020,447591.38
R-5745,D-3422,2020,1515848.28
R-5746,D-3145,2024,604407.81
R-5747,D-1594,2017,78772.81
R-5748,D-8949,2020,270150.53
R-5749,D-3998,2018,1277077.77
R-5750,D-298,2019,1034672.67
R-5751,D-2126,2021,298750.63
R-5752,D-1421,2015,1077687.33
R-5753,D-5352,2020,660586.65
R-5754,D-8063,2023,749181.49
R-5755,D-3926,2016,1428087.22
R-5756,D-2532,2016,1695111.61
R-5757,D-105,2024,377186.65
R-5758,D-8756,2020,1136319.3
R-5759,D-3426,2017,126104.58
R-5760,D-6725,2018,929882.8
R-5761,D-1635,2021,1660532.37
R-5762,D-6185,2016,1237591.12
R-5763,D-3028,2018,1298157.5
R-5764,D-2328,2022,870873.4
R-5765,D-8248,2022,720386.59
R-5766,D-7687,2020,1982292.39
R-5767,D-9661,2018,1044666.1
R-5768,D-4735,2019,753729.66
R-5769,D-7742,2017,1306355.47
R-5770,D-3818,2019,1666110.76
R-5771,D-1425,2020,1920353.2
R-5772,D-1052,2024,336953.38
