Inventory_ID,Drug_ID,Stock_Level,Last_Restock_Date
I-4571,D-8263,2925,2025-02-10
I-4572,D-2345,4201,2025-01-16
I-4573,D-9653,3638,2025-01-31
I-4574,D-7938,4894,2025-02-14
I-4575,D-2211,568,2025-01-15
I-4576,D-3429,6799,2025-01-22
I-4577,D-6773,7450,2025-02-17
I-4578,D-1342,7400,2025-01-27
I-4579,D-1971,1087,2025-02-08
I-4580,D-8989,9170,2025-02-15
I-4581,D-5378,5216,2025-02-07
I-4582,D-7448,4348,2025-02-14
I-4583,D-8083,4047,2025-01-25
I-4584,D-7989,8949,2025-01-07
I-4585,D-9693,1569,2025-02-10
I-4586,D-5279,1244,2025-01-16
I-4587,D-1538,5803,2025-01-06
I-4588,D-2580,505,2025-02-14
I-4589,D-4839,7856,2025-01-11
I-4590,D-1427,4800,2025-01-19
I-4591,D-7924,3076,2025-01-04
I-4592,D-9030,716,2025-01-07
I-4593,D-4331,9664,2025-02-10
I-4594,D-3569,1214,2025-02-01
I-4595,D-3548,4178,2025-02-15
I-4596,D-9690,1554,2025-01-29
I-4597,D-9198,9196,2025-01-08
I-4598,D-2921,9632,2025-02-04
I-4599,D-1663,6941,2025-02-14
I-4600,D-630,6150,2025-01-28
I-4601,D-4932,2167,2025-01-19
I-4602,D-1836,3205,2025-01-06
I-4603,D-9422,6987,2025-01-19
I-4604,D-2731,9983,2025-01-20
I-4605,D-2798,6205,2025-01-12
I-4606,D-4605,3944,2025-01-22
I-4607,D-5934,325,2025-02-05
I-4608,D-201,4872,2025-02-10
I-4609,D-6412,7416,2025-02-17
I-4610,D-4173,6450,2025-01-05
I-4611,D-4404,3664,2025-01-29
I-4612,D-2998,4109,2025-02-03
I-4613,D-3928,8864,2025-02-10
I-4614,D-5060,5188,2025-02-10
I-4615,D-2010,8996,2025-01-10
I-4616,D-6853,3900,2025-01-13
I-4617,D-9070,4251,2025-02-16
I-4618,D-7420,392,2025-01-09
I-4619,D-513,7760,2025-01-30
I-4620,D-2771,5454,2025-01-16
I-4621,D-8227,6292,2025-01-01
I-4622,D-1639,6388,2025-02-08
I-4623,D-1204,1922,2025-01-26
I-4624,D-6420,3876,2025-01-30
I-4625,D-7990,1676,2025-01-10
I-4626,D-5478,3124,2025-01-17
I-4627,D-590,7785,2025-02-06
I-4628,D-2110,8556,2025-02-17
I-4629,D-2408,5035,2025-02-04
I-4630,D-251,3926,2025-01-23
I-4631,D-9756,3077,2025-01-05
I-4632,D-2911,6682,2025-01-12
I-4633,D-4212,903,2025-01-06
I-4634,D-6439,924,2025-01-12
I-4635,D-854,3533,2025-01-01
I-4636,D-7570,4612,2025-01-08
I-4637,D-6827,2333,2025-02-02
I-4638,D-2976,9366,2025-01-14
I-4639,D-6996,3047,2025-01-31
I-4640,D-3363,8884,2025-01-25
I-4641,D-2560,6454,2025-01-14
I-4642,D-7361,1436,2025-02-08
I-4643,D-4115,4319,2025-01-24
I-4644,D-9292,9760,2025-02-18
I-4645,D-2243,2775,2025-02-01
I-4646,D-5649,9536,2025-01-04
I-4647,D-6174,1224,2025-01-25
I-4648,D-1982,7262,2025-01-07
I-4649,D-2760,5826,2025-02-11
I-4650,D-8825,2719,2025-01-15
I-4651,D-5288,8946,2025-01-28
I-4652,D-3853,9528,2025-02-18
I-4653,D-9599,7123,2025-02-01
I-4654,D-4013,9672,2025-01-15
I-4655,D-3364,6560,2025-02-10
I-4656,D-1919,1408,2025-02-03
I-4657,D-1656,8262,2025-01-19
I-4658,D-3978,6039,2025-01-07
I-4659,D-2839,1039,2025-01-09
I-4660,D-815,3016,2025-02-06
I-4661,D-663,8738,2025-01-11
I-4662,D-9215,9029,2025-01-29
I-4663,D-2140,7309,2025-01-24
I-4664,D-687,267,2025-02-17
I-4665,D-6053,3245,2025-01-15
I-4666,D-8968,3377,2025-02-18
I-4667,D-1680,8211,2025-01-01
I-4668,D-465,3626,2025-01-12
I-4669,D-7273,6959,2025-02-15
I-4670,D-6149,3368,2025-01-14
I-4671,D-9746,6783,2025-01-10
I-4672,D-3840,5280,2025-02-04
I-4673,D-8885,2432,2025-01-01
I-4674,D-1421,5842,2025-02-06
I-4675,D-4065,9908,2025-01-30
I-4676,D-6253,4683,2025-01-30
I-4677,D-954,7020,2025-01-06
I-4678,D-2085,7161,2025-01-07
I-4679,D-9872,805,2025-01-08
I-4680,D-1665,4032,2025-01-23
I-4681,D-6931,3335,2025-01-13
I-4682,D-1862,1678,2025-01-16
I-4683,D-6950,4315,2025-01-03
I-4684,D-1647,835,2025-02-06
I-4685,D-8650,9928,2025-01-10
I-4686,D-5301,4491,2025-02-17
I-4687,D-7670,4739,2025-01-28
I-4688,D-6337,678,2025-01-29
I-4689,D-2535,3986,2025-02-02
I-4690,D-4966,6308,2025-01-01
I-4691,D-8126,8506,2025-01-23
I-4692,D-2482,4594,2025-02-01
I-4693,D-7770,1724,2025-01-10
I-4694,D-5397,9319,2025-01-31
I-4695,D-8982,2882,2025-01-16
I-4696,D-1334,3851,2025-02-07
I-4697,D-9932,4903,2025-02-06
I-4698,D-627,3280,2025-01-02
I-4699,D-8500,8911,2025-02-18
I-4700,D-1411,5770,2025-01-25
I-4701,D-5385,6968,2025-01-25
I-4702,D-4801,4012,2025-01-27
I-4703,D-8471,9457,2025-01-30
I-4704,D-5592,594,2025-02-14
I-4705,D-775,7706,2025-01-17
I-4706,D-509,5461,2025-02-02
I-4707,D-3405,2490,2025-01-08
I-4708,D-1218,5271,2025-01-27
I-4709,D-831,168,2025-01-06
I-4710,D-9101,3720,2025-02-12
I-4711,D-2589,7979,2025-02-03
I-4712,D-7193,8200,2025-02-06
I-4713,D-7317,8118,2025-02-08
I-4714,D-4016,6755,2025-01-08
I-4715,D-1816,5493,2025-01-29
I-4716,D-6339,8908,2025-01-22
I-4717,D-4689,5377,2025-02-01
I-4718,D-263,172,2025-02-13
I-4719,D-9557,3793,2025-01-21
I-4720,D-8143,4079,2025-01-16
I-4721,D-5374,6204,2025-01-01
I-4722,D-6021,6964,2025-01-12
I-4723,D-6154,6584,2025-01-07
I-4724,D-3496,5214,2025-02-11
I-4725,D-4866,3435,2025-01-22
I-4726,D-354,8775,2025-01-22
I-4727,D-278,4554,2025-02-14
I-4728,D-308,4537,2025-01-20
I-4729,D-3256,3108,2025-01-14
I-4730,D-4642,6998,2025-01-20
I-4731,D-262,2329,2025-01-14
I-4732,D-9778,1355,2025-01-12
I-4733,D-4353,5601,2025-01-18
I-4734,D-8349,4585,2025-01-08
I-4735,D-8272,4102,2025-02-04
I-4736,D-4935,9184,2025-02-12
I-4737,D-5043,5535,2025-01-22
I-4738,D-8745,3755,2025-01-23
I-4739,D-9699,939,2025-01-11
I-4740,D-4291,5096,2025-01-03
I-4741,D-7205,2040,2025-01-19
I-4742,D-3701,8318,2025-02-10
I-4743,D-1319,8270,2025-01-23
I-4744,D-9298,8059,2025-01-07
I-4745,D-7698,1302,2025-01-16
I-4746,D-8455,2030,2025-01-25
I-4747,D-8350,7347,2025-01-26
I-4748,D-7539,855,2025-01-31
I-4749,D-9072,2883,2025-02-01
I-4750,D-5287,3340,2025-01-05
I-4751,D-3430,3185,2025-01-22
I-4752,D-3259,9706,2025-01-14
I-4753,D-9244,2880,2025-02-09
I-4754,D-5642,1316,2025-01-06
I-4755,D-7087,9067,2025-02-04
I-4756,D-8564,5736,2025-01-05
I-4757,D-3024,3580,2025-01-21
I-4758,D-3756,7771,2025-02-04
I-4759,D-7340,681,2025-01-17
I-4760,D-1230,4097,2025-02-09
I-4761,D-1219,182,2025-01-22
I-4762,D-7857,8033,2025-01-27
I-4763,D-6109,4932,2025-02-10
I-4764,D-7812,2616,2025-02-08
I-4765,D-6435,7687,2025-01-09
I-4766,D-3591,2881,2025-01-19
I-4767,D-9670,2897,2025-01-11
I-4768,D-5931,9193,2025-01-29
I-4769,D-3452,8382,2025-02-01
I-4770,D-2474,365,2025-02-18
I-4771,D-1412,9966,2025-01-01
I-4772,D-1726,6676,2025-01-27
I-4773,D-5143,8740,2025-01-25
I-4774,D-1534,780,2025-01-16
I-4775,D-3517,8192,2025-01-05
I-4776,D-565,5844,2025-02-01
I-4777,D-2363,9426,2025-01-18
I-4778,D-7847,3150,2025-01-20
I-4779,D-4988,8578,2025-01-31
I-4780,D-6957,3886,2025-01-26
I-4781,D-6408,2110,2025-01-05
I-4782,D-4960,6580,2025-01-24
I-4783,D-9912,3453,2025-01-31
I-4784,D-9356,3053,2025-01-05
I-4785,D-9079,5499,2025-02-13
I-4786,D-9456,250,2025-02-07
I-4787,D-5350,4095,2025-02-16
I-4788,D-5237,9132,2025-02-02
I-4789,D-6860,6514,2025-01-25
I-4790,D-2482,8804,2025-01-08
I-4791,D-8407,2292,2025-02-08
I-4792,D-7481,7364,2025-01-25
I-4793,D-6100,6301,2025-01-08
I-4794,D-1049,374,2025-02-02
I-4795,D-4301,9968,2025-01-30
I-4796,D-3810,4049,2025-01-20
I-4797,D-4587,8260,2025-01-18
I-4798,D-2444,234,2025-01-06
I-4799,D-8437,3755,2025-02-15
I-4800,D-7087,4749,2025-02-16
I-4801,D-6846,9583,2025-01-27
I-4802,D-1027,8246,2025-01-10
I-4803,D-2534,5214,2025-01-19
I-4804,D-1855,2128,2025-01-15
I-4805,D-171,704,2025-01-11
I-4806,D-2871,6179,2025-01-27
I-4807,D-9558,7607,2025-01-07
I-4808,D-5144,3196,2025-02-12
I-4809,D-8060,7186,2025-01-11
I-4810,D-2229,4478,2025-01-11
I-4811,D-2417,7931,2025-02-14
I-4812,D-3148,7775,2025-02-05
I-4813,D-5350,1432,2025-01-02
I-4814,D-5428,5821,2025-01-18
I-4815,D-3314,491,2025-01-23
I-4816,D-3321,2315,2025-01-28
I-4817,D-6805,7437,2025-02-07
I-4818,D-231,3678,2025-01-15
I-4819,D-5483,2865,2025-01-04
I-4820,D-3590,2527,2025-02-04
I-4821,D-6497,2698,2025-01-08
I-4822,D-9889,4297,2025-01-14
I-4823,D-8388,3880,2025-01-05
I-4824,D-5716,820,2025-01-13
I-4825,D-8182,4763,2025-01-20
I-4826,D-705,5898,2025-01-30
I-4827,D-4614,9229,2025-01-05
I-4828,D-3993,2012,2025-01-30
I-4829,D-65,319,2025-01-27
I-4830,D-2211,8986,2025-01-13
I-4831,D-3435,5891,2025-01-06
I-4832,D-9159,8601,2025-01-09
I-4833,D-5867,5862,2025-01-06
I-4834,D-4892,8451,2025-01-22
I-4835,D-5225,3070,2025-01-27
I-4836,D-1083,5573,2025-01-18
I-4837,D-5003,3895,2025-02-08
I-4838,D-8527,9294,2025-02-10
I-4839,D-1073,4427,2025-01-27
I-4840,D-9024,7770,2025-02-12
I-4841,D-1791,8363,2025-02-01
I-4842,D-4733,9186,2025-01-07
I-4843,D-7443,1817,2025-01-16
I-4844,D-9317,9189,2025-01-12
I-4845,D-2187,4259,2025-01-14
I-4846,D-2147,7485,2025-02-09
I-4847,D-1976,9130,2025-02-09
I-4848,D-6936,5067,2025-01-31
I-4849,D-18,9730,2025-01-20
I-4850,D-529,9527,2025-01-06
I-4851,D-9276,4026,2025-01-08
I-4852,D-751,6284,2025-01-28
I-4853,D-858,9198,2025-01-16
I-4854,D-918,8373,2025-01-23
I-4855,D-3486,3503,2025-01-25
I-4856,D-7632,7474,2025-01-17
I-4857,D-8163,7080,2025-02-04
I-4858,D-4054,2729,2025-01-07
I-4859,D-370,7042,2025-02-14
I-4860,D-9010,6158,2025-01-02
I-4861,D-7273,1063,2025-01-18
I-4862,D-1095,8219,2025-01-08
I-4863,D-1302,6723,2025-02-06
I-4864,D-4463,4341,2025-02-03
I-4865,D-1101,3586,2025-01-04
I-4866,D-2993,9643,2025-02-03
I-4867,D-5901,8118,2025-02-08
I-4868,D-3876,2586,2025-02-12
I-4869,D-8792,3628,2025-01-14
I-4870,D-3448,9728,2025-01-25
I-4871,D-9522,1047,2025-02-06
I-4872,D-8065,2673,2025-01-25
I-4873,D-4596,7891,2025-01-14
I-4874,D-6984,175,2025-02-13
I-4875,D-9463,9624,2025-02-02
I-4876,D-5985,4146,2025-01-05
I-4877,D-9780,8617,2025-02-10
I-4878,D-7094,6168,2025-01-03
I-4879,D-2074,4959,2025-01-30
I-4880,D-4035,5909,2025-01-18
I-4881,D-8108,4346,2025-02-06
I-4882,D-5296,1826,2025-02-16
I-4883,D-5893,4366,2025-01-24
I-4884,D-8673,1819,2025-01-09
I-4885,D-2241,1714,2025-01-14
I-4886,D-2690,6632,2025-01-12
I-4887,D-630,8344,2025-02-18
I-4888,D-4520,9776,2025-01-17
I-4889,D-3094,8047,2025-01-16
I-4890,D-5013,7105,2025-01-04
I-4891,D-3916,8681,2025-01-17
I-4892,D-6149,3487,2025-02-03
I-4893,D-4338,784,2025-01-29
I-4894,D-9016,4169,2025-02-02
I-4895,D-3649,90,2025-02-04
I-4896,D-299,4354,2025-02-12
I-4897,D-2482,5823,2025-01-19
I-4898,D-4815,5712,2025-02-14
I-4899,D-3973,9113,2025-01-07
I-4900,D-9980,3382,2025-01-08
I-4901,D-648,1970,2025-01-01
I-4902,D-9422,9300,2025-01-01
I-4903,D-3567,2166,2025-01-22
I-4904,D-257,9376,2025-01-07
I-4905,D-6042,2342,2025-01-08
I-4906,D-2341,7474,2025-01-23
I-4907,D-7225,3529,2025-02-06
I-4908,D-3590,549,2025-01-21
I-4909,D-4352,2423,2025-01-31
I-4910,D-7306,9865,2025-01-04
I-4911,D-1589,4598,2025-01-22
I-4912,D-8208,5657,2025-02-10
I-4913,D-9379,8119,2025-01-16
I-4914,D-455,9002,2025-02-11
I-4915,D-2878,4818,2025-02-04
I-4916,D-2115,4001,2025-02-12
I-4917,D-4781,724,2025-01-22
I-4918,D-9181,4556,2025-02-08
I-4919,D-4773,2687,2025-02-17
I-4920,D-9432,1090,2025-02-02
I-4921,D-3718,6444,2025-02-16
I-4922,D-7972,5749,2025-01-31
I-4923,D-502,9424,2025-01-23
I-4924,D-7514,3243,2025-02-05
I-4925,D-8131,1742,2025-02-06
I-4926,D-4544,6014,2025-01-24
I-4927,D-4385,4072,2025-01-15
I-4928,D-2261,9808,2025-02-06
I-4929,D-495,359,2025-02-14
I-4930,D-8946,570,2025-01-12
I-4931,D-4507,321,2025-01-28
I-4932,D-4434,9043,2025-01-27
I-4933,D-4742,1422,2025-01-07
I-4934,D-4405,1774,2025-02-04
I-4935,D-527,9641,2025-01-01
I-4936,D-3246,7734,2025-02-01
I-4937,D-7463,7389,2025-01-08
I-4938,D-1396,6384,2025-02-15
I-4939,D-922,5776,2025-02-07
I-4940,D-3642,799,2025-02-07
I-4941,D-8150,7242,2025-02-04
I-4942,D-9336,1905,2025-01-19
I-4943,D-5565,7708,2025-02-05
I-4944,D-7449,4452,2025-02-12
I-4945,D-1345,7090,2025-01-03
I-4946,D-2715,2690,2025-02-10
I-4947,D-8841,9759,2025-02-06
I-4948,D-2513,4448,2025-01-11
I-4949,D-1089,2213,2025-02-16
I-4950,D-7720,9288,2025-02-13
I-4951,D-3361,2164,2025-02-16
I-4952,D-5924,1419,2025-01-27
I-4953,D-3082,7817,2025-01-06
I-4954,D-4308,5203,2025-01-20
I-4955,D-6003,9814,2025-02-08
I-4956,D-8665,758,2025-02-09
I-4957,D-1310,3433,2025-02-13
I-4958,D-1115,739,2025-02-15
I-4959,D-6307,2073,2025-01-12
I-4960,D-6799,3607,2025-01-15
I-4961,D-5444,8850,2025-01-10
I-4962,D-7442,4432,2025-01-19
I-4963,D-2833,1177,2025-01-07
I-4964,D-7945,2477,2025-02-15
I-4965,D-806,8366,2025-01-09
I-4966,D-8710,4762,2025-02-15
I-4967,D-1950,5296,2025-01-09
I-4968,D-506,3626,2025-02-12
I-4969,D-6217,7610,2025-01-24
I-4970,D-4963,4057,2025-02-10
I-4971,D-3781,2273,2025-02-12
I-4972,D-9297,6812,2025-02-02
I-4973,D-5174,3365,2025-02-03
I-4974,D-5477,7907,2025-01-17
I-4975,D-1700,8136,2025-01-24
I-4976,D-2159,3660,2025-02-04
I-4977,D-3767,4549,2025-01-08
I-4978,D-6722,3979,2025-01-05
I-4979,D-7085,762,2025-01-28
I-4980,D-2707,3265,2025-01-26
I-4981,D-3776,5566,2025-02-15
I-4982,D-7968,4834,2025-01-02
I-4983,D-4438,4589,2025-01-15
I-4984,D-913,4249,2025-01-29
I-4985,D-4122,3372,2025-01-26
I-4986,D-548,8116,2025-02-01
I-4987,D-6583,8149,2025-01-11
I-4988,D-9352,5681,2025-01-15
I-4989,D-5012,5959,2025-01-08
I-4990,D-5306,4674,2025-01-12
I-4991,D-7796,3301,2025-01-25
I-4992,D-5582,8115,2025-01-08
I-4993,D-7451,330,2025-01-23
I-4994,D-1195,6544,2025-01-20
I-4995,D-5852,9430,2025-02-15
I-4996,D-8714,5999,2025-01-03
I-4997,D-7553,5105,2025-01-09
I-4998,D-7635,5803,2025-01-18
I-4999,D-296,9744,2025-01-07
I-5000,D-622,5674,2025-01-02
I-5001,D-6151,9784,2025-01-10
I-5002,D-9563,7206,2025-01-24
I-5003,D-3334,1113,2025-02-06
I-5004,D-5642,1995,2025-01-28
I-5005,D-1635,4378,2025-02-14
I-5006,D-7538,5046,2025-01-26
I-5007,D-4213,9843,2025-02-03
I-5008,D-1638,6001,2025-02-12
I-5009,D-2938,239,2025-02-07
I-5010,D-6639,136,2025-01-23
I-5011,D-8937,6502,2025-01-09
I-5012,D-4021,87,2025-02-18
I-5013,D-1092,914,2025-02-11
I-5014,D-8335,654,2025-01-29
I-5015,D-3061,2794,2025-01-02
I-5016,D-2318,2118,2025-01-17
I-5017,D-3917,6117,2025-01-28
I-5018,D-9746,9112,2025-02-06
I-5019,D-9222,5680,2025-02-02
I-5020,D-5563,6347,2025-02-15
I-5021,D-2002,6970,2025-02-12
I-5022,D-2773,4407,2025-01-19
I-5023,D-8706,6786,2025-01-18
I-5024,D-3571,362,2025-01-10
I-5025,D-5818,3188,2025-01-10
I-5026,D-3344,2481,2025-01-05
I-5027,D-1352,9050,2025-01-05
I-5028,D-9147,7544,2025-02-05
I-5029,D-5143,8089,2025-02-11
I-5030,D-5591,185,2025-02-04
I-5031,D-8173,5292,2025-02-09
I-5032,D-7172,6855,2025-01-20
I-5033,D-5967,4746,2025-02-01
I-5034,D-1183,6101,2025-01-10
I-5035,D-5437,2313,2025-01-16
I-5036,D-4775,6194,2025-01-27
I-5037,D-7312,7384,2025-01-20
I-5038,D-3363,8727,2025-01-30
I-5039,D-8250,2516,2025-01-28
I-5040,D-2057,4754,2025-02-17
I-5041,D-4222,8887,2025-01-08
I-5042,D-9186,4451,2025-01-21
I-5043,D-4446,4029,2025-02-10
I-5044,D-3455,4899,2025-01-31
I-5045,D-5875,8825,2025-01-20
I-5046,D-8613,8902,2025-01-12
I-5047,D-566,1450,2025-01-25
I-5048,D-8138,6542,2025-01-20
I-5049,D-2366,5187,2025-01-31
I-5050,D-3749,2121,2025-02-11
I-5051,D-1281,8739,2025-01-26
I-5052,D-8068,935,2025-02-16
I-5053,D-5674,7595,2025-01-18
I-5054,D-187,7371,2025-02-07
I-5055,D-4153,4083,2025-01-24
I-5056,D-694,5048,2025-01-17
I-5057,D-1776,5316,2025-02-03
I-5058,D-2371,1626,2025-02-17
I-5059,D-8482,4051,2025-01-28
I-5060,D-813,531,2025-01-10
I-5061,D-4922,2148,2025-01-06
I-5062,D-7905,5401,2025-01-18
I-5063,D-9589,6728,2025-01-13
I-5064,D-3642,2331,2025-02-13
I-5065,D-4216,6604,2025-01-15
I-5066,D-2416,754,2025-02-06
I-5067,D-73,8729,2025-01-04
I-5068,D-5730,3854,2025-01-07
I-5069,D-1077,5859,2025-01-01
I-5070,D-8057,3568,2025-02-04
I-5071,D-7397,9872,2025-01-17
I-5072,D-8690,4523,2025-01-31
I-5073,D-5149,4292,2025-01-04
I-5074,D-2915,673,2025-01-29
I-5075,D-6293,9880,2025-01-27
I-5076,D-3301,7852,2025-02-04
I-5077,D-7595,2388,2025-01-09
I-5078,D-3944,7952,2025-01-16
I-5079,D-999,9688,2025-02-14
I-5080,D-2345,4213,2025-02-17
I-5081,D-3648,6944,2025-01-07
I-5082,D-5450,9082,2025-01-04
I-5083,D-5598,4834,2025-02-03
I-5084,D-3139,5647,2025-01-05
I-5085,D-3107,4085,2025-02-04
I-5086,D-8075,3126,2025-01-14
I-5087,D-2198,1062,2025-01-02
I-5088,D-3181,840,2025-01-14
I-5089,D-1344,5352,2025-01-30
I-5090,D-5199,377,2025-02-03
I-5091,D-8190,7191,2025-02-02
I-5092,D-719,9057,2025-01-26
I-5093,D-3026,2566,2025-02-05
I-5094,D-9773,6506,2025-01-14
I-5095,D-8310,1952,2025-02-16
I-5096,D-4207,6601,2025-01-11
I-5097,D-1369,3912,2025-01-25
I-5098,D-5285,5776,2025-01-06
I-5099,D-91,9999,2025-01-28
I-5100,D-9347,4084,2025-02-18
I-5101,D-1634,2161,2025-01-26
I-5102,D-2216,3068,2025-01-17
I-5103,D-6712,8188,2025-01-10
I-5104,D-1560,8084,2025-02-10
I-5105,D-1959,8234,2025-02-16
I-5106,D-4084,7566,2025-02-06
I-5107,D-3348,5336,2025-01-23
I-5108,D-8012,7720,2025-02-17
I-5109,D-3823,6681,2025-01-19
I-5110,D-9503,3675,2025-02-12
I-5111,D-2351,6378,2025-02-05
I-5112,D-29,155,2025-02-09
I-5113,D-1714,1154,2025-01-08
I-5114,D-7158,8557,2025-01-28
I-5115,D-320,7954,2025-01-08
I-5116,D-1728,2284,2025-01-12
I-5117,D-4200,8657,2025-01-10
I-5118,D-355,1570,2025-02-14
I-5119,D-4870,2531,2025-01-12
I-5120,D-3704,9667,2025-02-08
I-5121,D-881,6800,2025-01-26
I-5122,D-4271,1731,2025-02-05
I-5123,D-4168,3890,2025-01-01
I-5124,D-5733,5527,2025-01-15
I-5125,D-7307,7694,2025-01-07
I-5126,D-6174,9876,2025-01-30
I-5127,D-2208,6359,2025-01-14
I-5128,D-3344,4631,2025-01-26
I-5129,D-2115,191,2025-01-12
I-5130,D-3350,518,2025-01-07
I-5131,D-2593,6599,2025-02-15
I-5132,D-6358,3920,2025-02-01
I-5133,D-493,3742,2025-01-28
I-5134,D-9918,6021,2025-01-16
I-5135,D-1052,6159,2025-01-18
I-5136,D-7258,7460,2025-02-11
I-5137,D-3919,9031,2025-01-17
I-5138,D-1868,6022,2025-01-31
I-5139,D-942,196,2025-02-02
I-5140,D-8637,3810,2025-01-16
I-5141,D-773,9226,2025-01-06
I-5142,D-9656,9508,2025-02-03
I-5143,D-4651,5004,2025-02-10
I-5144,D-6063,4673,2025-02-12
I-5145,D-1003,9416,2025-02-15
I-5146,D-2142,9416,2025-01-08
I-5147,D-6136,1981,2025-01-11
I-5148,D-4357,3026,2025-02-10
I-5149,D-9197,7105,2025-01-27
I-5150,D-2698,1466,2025-02-11
I-5151,D-9245,857,2025-01-02
I-5152,D-7691,2472,2025-01-24
I-5153,D-4774,6128,2025-01-10
I-5154,D-7161,4530,2025-01-28
I-5155,D-1465,8864,2025-02-07
I-5156,D-6134,8639,2025-02-14
I-5157,D-5248,6049,2025-01-25
I-5158,D-3807,7679,2025-01-27
I-5159,D-7257,5341,2025-01-13
I-5160,D-5106,2515,2025-01-10
I-5161,D-1956,2338,2025-02-13
I-5162,D-973,7472,2025-01-31
I-5163,D-3777,1449,2025-01-30
I-5164,D-135,8811,2025-02-15
I-5165,D-1973,5758,2025-01-12
I-5166,D-1582,1916,2025-01-09
I-5167,D-3577,8651,2025-02-06
I-5168,D-5204,6404,2025-01-10
I-5169,D-9585,1624,2025-02-12
I-5170,D-9889,9724,2025-01-04
I-5171,D-2463,6189,2025-01-06
I-5172,D-2318,8083,2025-01-05
I-5173,D-7679,1854,2025-01-07
I-5174,D-1081,4331,2025-01-28
I-5175,D-6093,1920,2025-01-22
I-5176,D-9946,5045,2025-01-20
I-5177,D-5638,7672,2025-02-01
I-5178,D-7995,9561,2025-01-10
I-5179,D-6418,4275,2025-01-14
I-5180,D-9956,5224,2025-01-26
I-5181,D-6827,4097,2025-01-17
I-5182,D-3300,4991,2025-02-16
I-5183,D-5416,3793,2025-01-27
I-5184,D-4652,1595,2025-01-02
I-5185,D-128,2173,2025-01-27
I-5186,D-3682,3271,2025-01-09
I-5187,D-6608,314,2025-02-15
I-5188,D-3048,2295,2025-02-15
I-5189,D-4854,2410,2025-02-07
I-5190,D-628,1832,2025-02-07
I-5191,D-8778,6093,2025-01-22
I-5192,D-9977,1924,2025-01-24
I-5193,D-6936,7538,2025-01-25
I-5194,D-2593,5772,2025-02-10
I-5195,D-3759,1964,2025-01-08
I-5196,D-380,4014,2025-02-08
I-5197,D-3068,6104,2025-02-03
I-5198,D-7492,9596,2025-02-01
I-5199,D-1432,2278,2025-02-01
I-5200,D-4494,5032,2025-01-13
I-5201,D-3991,6679,2025-02-11
I-5202,D-1756,8941,2025-02-12
I-5203,D-540,1747,2025-02-09
I-5204,D-621,2519,2025-01-21
I-5205,D-8331,1002,2025-01-23
I-5206,D-2221,9533,2025-01-26
I-5207,D-2473,5350,2025-01-07
I-5208,D-4527,2104,2025-02-15
I-5209,D-5766,440,2025-02-10
I-5210,D-425,5446,2025-01-13
I-5211,D-2818,9691,2025-01-25
I-5212,D-5557,1529,2025-01-07
I-5213,D-9935,7415,2025-02-11
I-5214,D-1528,8255,2025-01-21
I-5215,D-3007,4749,2025-01-23
I-5216,D-9500,2951,2025-01-16
I-5217,D-8491,9168,2025-01-23
I-5218,D-7797,4148,2025-01-21
I-5219,D-3544,8299,2025-01-03
I-5220,D-8699,8055,2025-01-08
I-5221,D-4478,9535,2025-02-01
I-5222,D-4812,7123,2025-01-02
I-5223,D-5581,5231,2025-01-23
I-5224,D-1303,5333,2025-01-14
I-5225,D-4450,6189,2025-01-26
I-5226,D-9854,9254,2025-01-04
I-5227,D-4051,4892,2025-02-03
I-5228,D-1713,8107,2025-02-14
I-5229,D-8873,1970,2025-02-17
I-5230,D-8293,3916,2025-01-20
I-5231,D-5518,4134,2025-02-11
I-5232,D-6986,6418,2025-01-26
I-5233,D-1432,1860,2025-02-06
I-5234,D-6312,3692,2025-01-03
I-5235,D-9850,1531,2025-01-06
I-5236,D-7865,1126,2025-01-19
I-5237,D-1606,5966,2025-01-05
I-5238,D-2892,6102,2025-02-15
I-5239,D-5046,7853,2025-02-04
I-5240,D-4263,6280,2025-01-20
I-5241,D-4692,3568,2025-01-21
I-5242,D-3823,192,2025-01-06
I-5243,D-3662,6337,2025-02-08
I-5244,D-9158,5558,2025-02-15
I-5245,D-2186,7658,2025-01-15
I-5246,D-8437,223,2025-01-24
I-5247,D-5415,3477,2025-01-17
I-5248,D-4620,3091,2025-02-07
I-5249,D-5961,7084,2025-02-13
I-5250,D-8967,1542,2025-01-01
I-5251,D-2817,9322,2025-01-23
I-5252,D-6568,8289,2025-01-25
I-5253,D-3026,9799,2025-02-08
I-5254,D-7594,734,2025-01-23
I-5255,D-1221,6546,2025-01-10
I-5256,D-5516,7342,2025-01-25
I-5257,D-8944,3865,2025-01-25
I-5258,D-9181,8309,2025-02-14
I-5259,D-2536,6258,2025-02-17
I-5260,D-9914,6369,2025-01-21
I-5261,D-6657,9580,2025-01-10
I-5262,D-1875,3680,2025-02-02
I-5263,D-1477,2998,2025-01-10
I-5264,D-8533,6786,2025-02-18
I-5265,D-5690,9848,2025-02-02
I-5266,D-395,2173,2025-01-24
I-5267,D-3054,8671,2025-02-07
I-5268,D-1817,531,2025-01-22
I-5269,D-7632,8206,2025-02-18
I-5270,D-8092,2398,2025-01-25
I-5271,D-969,2854,2025-02-02
I-5272,D-3707,2379,2025-02-04
I-5273,D-870,9234,2025-01-04
I-5274,D-5711,1922,2025-02-09
I-5275,D-4379,2670,2025-01-13
