Sale_ID,Drug_ID,Quantity_Sold,Revenue,Sale_Date,Region
S-4669,D-9687,40,1183.63,2022-04-01,Manchester
S-4670,D-6811,63,228.7,2023-02-21,Liverpool
S-4671,D-7946,77,4789.87,2021-12-28,Birmingham
S-4672,D-761,19,991.54,2020-05-13,Liverpool
S-4673,D-4965,1,4677.13,2021-10-04,London
S-4674,D-4547,58,1381.63,2024-05-28,Birmingham
S-4675,D-7297,35,2038.16,2023-01-27,Leeds
S-4676,D-7823,8,2937.66,2023-04-20,Leeds
S-4677,D-7886,47,1043.06,2023-12-30,London
S-4678,D-1819,14,2637.33,2023-11-13,Manchester
S-4679,D-4452,94,2511.54,2020-05-24,Birmingham
S-4680,D-558,89,642.35,2020-05-03,Birmingham
S-4681,D-5824,71,4646.26,2022-10-03,Manchester
S-4682,D-7378,60,4445.62,2020-11-16,Leeds
S-4683,D-7669,2,1763.55,2024-06-07,London
S-4684,D-908,25,4420.51,2022-04-29,Liverpool
S-4685,D-2209,87,4410.93,2022-03-29,Birmingham
S-4686,D-5984,18,3589.99,2024-12-02,Manchester
S-4687,D-300,22,3668.56,2024-08-18,Leeds
S-4688,D-1402,14,787.88,2024-11-06,Liverpool
S-4689,D-5898,93,993.89,2021-06-24,Leeds
S-4690,D-6038,84,504.28,2023-03-16,Birmingham
S-4691,D-4622,58,3445.71,2023-03-22,Birmingham
S-4692,D-4196,59,3170.34,2023-02-08,Liverpool
S-4693,D-4624,43,884.77,2024-12-30,Birmingham
S-4694,D-587,79,3645.79,2020-08-29,London
S-4695,D-8819,79,321.18,2024-05-24,London
S-4696,D-5255,7,3696.28,2022-02-20,Birmingham
S-4697,D-7509,18,159.83,2023-03-15,Leeds
S-4698,D-5305,45,836.49,2021-11-23,Liverpool
S-4699,D-2166,100,3342.47,2024-05-23,Liverpool
S-4700,D-6066,33,1478.02,2023-06-14,Leeds
S-4701,D-6381,96,4831.29,2023-01-01,Birmingham
S-4702,D-3547,81,4998.72,2022-12-07,Leeds
S-4703,D-8039,77,1019.94,2024-02-21,Manchester
S-4704,D-4233,68,3421.69,2024-02-06,Liverpool
S-4705,D-4377,31,2770.47,2020-01-21,Manchester
S-4706,D-9005,74,3238.89,2024-04-08,Birmingham
S-4707,D-4409,10,2809.8,2021-03-07,Birmingham
S-4708,D-5849,4,1927.38,2023-09-28,Birmingham
S-4709,D-5516,27,3864.0,2021-05-29,Manchester
S-4710,D-5519,23,1129.97,2021-12-15,Leeds
S-4711,D-7757,1,4194.63,2020-08-27,Manchester
S-4712,D-6396,89,3989.79,2024-05-17,Manchester
S-4713,D-6718,36,713.84,2022-05-22,Birmingham
S-4714,D-3450,14,1637.97,2021-10-19,London
S-4715,D-3966,93,3665.11,2021-04-11,Manchester
S-4716,D-5543,7,1275.43,2021-08-03,Manchester
S-4717,D-4449,30,1071.5,2021-05-03,London
S-4718,D-3011,82,1950.14,2023-01-30,Leeds
S-4719,D-53,63,2872.59,2025-02-13,Leeds
S-4720,D-5472,17,3235.63,2021-01-02,London
S-4721,D-433,66,1024.75,2021-12-16,Manchester
S-4722,D-9262,98,4369.95,2023-07-12,Manchester
S-4723,D-5595,9,2587.99,2022-10-22,Leeds
S-4724,D-3536,8,3680.64,2020-12-18,Birmingham
S-4725,D-162,20,4609.32,2024-02-05,Manchester
S-4726,D-7362,97,3120.03,2024-01-27,Leeds
S-4727,D-2631,77,3068.2,2024-01-28,Liverpool
S-4728,D-7708,59,2450.19,2021-10-16,London
S-4729,D-7703,23,3504.18,2025-01-09,Birmingham
S-4730,D-2143,77,1673.33,2021-05-15,London
S-4731,D-8651,44,3499.52,2023-06-30,London
S-4732,D-2342,58,4214.14,2020-03-10,London
S-4733,D-7780,42,3577.73,2022-01-27,Manchester
S-4734,D-6375,46,4491.21,2020-05-14,Manchester
S-4735,D-9369,15,1539.41,2021-02-01,Leeds
S-4736,D-5358,20,1644.45,2024-11-16,Birmingham
S-4737,D-8316,56,1671.63,2025-01-14,London
S-4738,D-9115,28,3511.67,2021-05-15,Birmingham
S-4739,D-8159,60,3022.72,2021-02-22,Manchester
S-4740,D-987,8,2540.2,2024-05-11,Leeds
S-4741,D-9099,83,1030.46,2020-05-01,London
S-4742,D-9521,8,4281.95,2024-11-12,London
S-4743,D-4468,64,2949.55,2021-04-01,Leeds
S-4744,D-2582,98,4371.29,2020-06-22,Birmingham
S-4745,D-6986,78,865.21,2021-05-31,London
S-4746,D-6605,55,1124.05,2022-03-13,London
S-4747,D-375,99,2567.05,2021-07-13,Liverpool
S-4748,D-3847,84,2763.76,2024-05-24,Liverpool
S-4749,D-6714,96,3320.98,2023-06-13,Birmingham
S-4750,D-6942,28,633.05,2025-02-05,Leeds
S-4751,D-9997,27,4756.4,2024-10-17,London
S-4752,D-8853,90,2060.27,2020-02-27,Leeds
S-4753,D-510,3,1294.91,2022-05-30,Manchester
S-4754,D-3071,24,1567.13,2020-09-23,Leeds
S-4755,D-7614,21,3985.45,2021-11-03,Manchester
S-4756,D-7130,45,4071.26,2023-10-27,Manchester
S-4757,D-5018,14,3055.78,2024-01-04,Birmingham
S-4758,D-4329,60,577.27,2024-02-05,Leeds
S-4759,D-8864,50,1371.99,2021-06-13,Birmingham
S-4760,D-2826,55,650.8,2021-11-12,London
S-4761,D-9832,56,2602.18,2023-06-30,London
S-4762,D-4678,69,1547.1,2025-02-09,London
S-4763,D-3221,80,3988.87,2021-03-19,Leeds
S-4764,D-5905,79,2335.9,2024-12-15,Liverpool
S-4765,D-757,23,3805.25,2021-07-19,Liverpool
S-4766,D-928,16,3419.07,2024-05-06,London
S-4767,D-7897,22,1369.86,2022-04-01,Manchester
S-4768,D-9883,63,2911.96,2021-06-05,Birmingham
S-4769,D-6523,37,446.21,2022-11-30,Leeds
S-4770,D-1682,54,3405.43,2023-11-09,London
S-4771,D-7084,21,3409.74,2025-01-27,London
S-4772,D-5815,13,4430.83,2025-01-08,Liverpool
S-4773,D-3669,27,4723.63,2020-08-01,Leeds
S-4774,D-7835,28,2200.25,2021-12-15,Leeds
S-4775,D-8123,39,3250.69,2023-03-21,Manchester
S-4776,D-7652,47,4938.54,2023-04-12,Birmingham
S-4777,D-8610,74,2044.03,2021-02-14,Liverpool
S-4778,D-4196,92,568.61,2020-12-03,Leeds
S-4779,D-2287,45,989.35,2020-02-21,Liverpool
S-4780,D-4558,72,4986.21,2021-09-20,Liverpool
S-4781,D-8045,23,2464.14,2024-06-12,Liverpool
S-4782,D-1740,82,3238.51,2024-04-15,Manchester
S-4783,D-6883,80,3277.86,2023-07-28,Leeds
S-4784,D-4718,48,1440.19,2021-04-09,Liverpool
S-4785,D-9245,51,3026.08,2020-10-26,Birmingham
S-4786,D-1059,45,186.05,2021-07-05,Liverpool
S-4787,D-9608,51,1846.68,2024-01-18,Liverpool
S-4788,D-1831,21,1205.66,2025-02-06,Leeds
S-4789,D-6384,9,596.68,2020-05-01,Manchester
S-4790,D-3163,75,2616.15,2024-07-09,London
S-4791,D-7018,22,1377.44,2024-04-12,Liverpool
S-4792,D-9535,77,1891.92,2020-12-31,Manchester
S-4793,D-5467,93,904.9,2020-10-16,London
S-4794,D-356,42,2869.82,2024-02-07,Liverpool
S-4795,D-7713,77,1183.04,2021-02-08,Leeds
S-4796,D-2845,5,3366.88,2025-02-17,Manchester
S-4797,D-5622,75,1693.51,2024-08-02,London
S-4798,D-9952,94,4244.45,2020-01-04,Leeds
S-4799,D-2883,73,632.11,2023-09-02,Manchester
S-4800,D-5641,39,3492.68,2024-06-09,Liverpool
S-4801,D-592,39,852.28,2023-07-31,Leeds
S-4802,D-1624,10,3554.27,2023-02-24,London
S-4803,D-6361,97,4437.31,2020-05-14,London
S-4804,D-9936,39,4244.82,2024-07-04,Liverpool
S-4805,D-1212,64,3010.23,2023-08-25,Leeds
S-4806,D-5713,47,4940.33,2021-12-13,Birmingham
S-4807,D-6998,27,2486.0,2024-02-06,Liverpool
S-4808,D-7806,98,278.09,2023-03-30,Birmingham
S-4809,D-8687,57,2881.1,2022-12-25,Manchester
S-4810,D-1016,55,2292.6,2025-01-04,Leeds
S-4811,D-7871,26,4904.29,2024-11-24,Liverpool
S-4812,D-8350,97,4113.47,2020-10-30,Manchester
S-4813,D-2326,58,3382.99,2023-08-14,Birmingham
S-4814,D-3411,98,2220.45,2021-02-19,Birmingham
S-4815,D-877,72,922.09,2022-03-01,Liverpool
S-4816,D-7836,91,2866.36,2024-01-22,Liverpool
S-4817,D-755,23,2786.07,2021-12-23,Manchester
S-4818,D-347,45,1170.58,2020-09-17,Birmingham
S-4819,D-8584,54,3891.15,2022-05-30,Leeds
S-4820,D-1038,38,1562.8,2025-02-01,Liverpool
S-4821,D-3223,99,578.35,2024-08-16,Manchester
S-4822,D-3535,66,1971.27,2023-06-23,London
S-4823,D-5045,46,4014.1,2022-03-11,London
S-4824,D-9495,70,4232.28,2021-08-10,London
S-4825,D-302,55,2949.1,2020-01-17,Manchester
S-4826,D-2318,40,3717.79,2020-01-23,Birmingham
S-4827,D-3417,64,1102.98,2024-11-30,Birmingham
S-4828,D-7870,56,2976.71,2024-06-11,Leeds
S-4829,D-4910,54,1920.97,2021-01-01,Manchester
S-4830,D-3797,75,908.54,2024-06-02,Birmingham
S-4831,D-2914,46,3114.13,2020-01-23,Leeds
S-4832,D-7082,85,4056.45,2023-03-11,Liverpool
S-4833,D-9408,42,3248.81,2021-09-30,Liverpool
S-4834,D-2877,87,1196.26,2022-09-08,Birmingham
S-4835,D-4567,64,2419.85,2023-06-24,Birmingham
S-4836,D-4611,63,1144.69,2023-01-30,Liverpool
S-4837,D-1601,93,1760.31,2020-11-27,Birmingham
S-4838,D-9048,1,3295.31,2021-04-25,Birmingham
S-4839,D-62,42,881.83,2023-08-16,Manchester
S-4840,D-1480,16,333.69,2024-12-23,London
S-4841,D-6216,72,4678.45,2022-02-27,Manchester
S-4842,D-9458,53,511.82,2022-03-22,Manchester
S-4843,D-5775,47,3694.39,2024-07-23,Leeds
S-4844,D-1931,7,3538.8,2023-08-08,London
S-4845,D-1934,51,3473.17,2024-10-20,Birmingham
S-4846,D-2860,60,2621.94,2023-02-10,Liverpool
S-4847,D-9378,77,2293.64,2022-05-06,London
S-4848,D-4924,94,1393.24,2023-05-19,Manchester
S-4849,D-6890,100,4147.35,2021-09-24,Liverpool
S-4850,D-4307,75,3915.36,2023-07-07,Leeds
S-4851,D-646,53,2295.27,2024-09-11,Manchester
S-4852,D-4052,36,4935.79,2024-09-28,Manchester
S-4853,D-1117,44,4185.37,2024-02-07,Manchester
S-4854,D-1753,9,4592.52,2021-07-09,Manchester
S-4855,D-8887,13,1077.1,2023-02-24,Leeds
S-4856,D-2551,48,115.91,2024-10-03,London
S-4857,D-9066,75,410.22,2024-09-20,Birmingham
S-4858,D-7572,83,524.63,2024-02-11,Liverpool
S-4859,D-9824,1,575.93,2022-02-27,London
S-4860,D-1548,41,3123.99,2022-08-10,Leeds
S-4861,D-4312,79,1329.98,2024-11-29,Birmingham
S-4862,D-7122,18,661.74,2022-12-05,Liverpool
S-4863,D-5853,43,2788.0,2023-05-21,Liverpool
S-4864,D-9669,53,801.1,2021-03-04,Birmingham
S-4865,D-5717,65,3789.26,2021-01-04,London
S-4866,D-1572,59,2540.73,2021-12-14,Liverpool
S-4867,D-1346,1,4761.96,2023-10-19,Manchester
S-4868,D-2378,40,502.36,2021-05-17,Birmingham
S-4869,D-451,22,3603.24,2020-11-07,Leeds
S-4870,D-3090,55,2388.0,2021-10-28,London
S-4871,D-3777,34,378.69,2024-04-28,London
S-4872,D-9223,49,658.12,2023-05-29,Leeds
S-4873,D-976,79,1218.59,2022-11-17,Liverpool
S-4874,D-6021,64,2900.29,2024-09-06,Leeds
S-4875,D-9876,80,3399.02,2020-06-10,Leeds
S-4876,D-6305,46,1413.85,2021-05-14,Leeds
S-4877,D-7082,6,4110.05,2023-04-23,Liverpool
S-4878,D-7090,94,1818.63,2020-01-17,London
S-4879,D-9498,70,1432.15,2020-10-10,Liverpool
S-4880,D-4159,7,2930.56,2021-03-27,Leeds
S-4881,D-2527,100,2956.53,2024-01-05,London
S-4882,D-3553,39,4292.29,2025-02-07,Leeds
S-4883,D-9404,89,2970.48,2023-09-14,Birmingham
S-4884,D-4753,51,1566.23,2020-09-30,Leeds
S-4885,D-3095,53,4449.48,2020-07-18,London
S-4886,D-9137,1,3047.72,2022-03-28,Birmingham
S-4887,D-3405,89,3201.12,2021-11-20,Manchester
S-4888,D-7892,81,3317.51,2023-02-26,Liverpool
S-4889,D-5854,50,694.78,2020-09-05,Liverpool
S-4890,D-4703,29,698.56,2020-04-27,London
S-4891,D-2606,65,2457.08,2023-04-09,London
S-4892,D-8682,91,926.51,2023-05-29,Birmingham
S-4893,D-8207,24,491.5,2024-06-06,Manchester
S-4894,D-4914,65,742.07,2022-06-09,Liverpool
S-4895,D-6307,48,4480.61,2025-01-30,Birmingham
S-4896,D-3971,5,1620.45,2020-06-27,London
S-4897,D-7767,92,1553.53,2021-06-28,Liverpool
S-4898,D-7854,38,501.2,2024-03-15,Manchester
S-4899,D-3954,14,922.34,2023-09-25,Liverpool
S-4900,D-5022,54,915.55,2020-02-03,London
S-4901,D-9010,19,3430.52,2021-09-18,Manchester
S-4902,D-5317,98,4275.69,2024-05-28,Manchester
S-4903,D-880,60,4248.56,2022-06-07,London
S-4904,D-3992,43,2557.11,2021-08-28,Birmingham
S-4905,D-160,1,3253.28,2020-04-14,London
S-4906,D-2938,81,4553.99,2025-02-05,Liverpool
S-4907,D-7350,82,3283.77,2024-05-05,Manchester
S-4908,D-7781,21,246.77,2024-05-21,Manchester
S-4909,D-2239,4,664.83,2021-12-20,Manchester
S-4910,D-1300,82,3742.12,2021-06-10,Manchester
S-4911,D-7438,79,1793.75,2020-04-22,Liverpool
S-4912,D-9429,21,3449.1,2023-01-22,Manchester
S-4913,D-3349,24,1196.52,2022-01-13,Leeds
S-4914,D-1223,43,527.89,2020-01-01,London
S-4915,D-6571,23,2875.95,2021-05-04,Leeds
S-4916,D-2595,15,671.24,2020-09-26,Liverpool
S-4917,D-5862,24,244.96,2022-05-07,Leeds
S-4918,D-764,99,3265.32,2023-05-25,Leeds
S-4919,D-5407,100,2953.73,2023-01-02,London
S-4920,D-5776,29,979.23,2023-05-12,London
S-4921,D-3242,72,2069.89,2023-06-13,London
S-4922,D-2588,2,4187.24,2024-12-25,Manchester
S-4923,D-6956,23,690.54,2021-09-14,London
S-4924,D-7267,75,4325.28,2024-05-27,Liverpool
S-4925,D-9935,87,838.41,2020-02-17,Manchester
S-4926,D-2387,93,3170.79,2020-08-01,Liverpool
S-4927,D-4554,37,1371.82,2020-10-07,Liverpool
S-4928,D-5001,34,3308.4,2024-09-03,London
S-4929,D-8373,90,2917.11,2022-06-02,Leeds
S-4930,D-4032,49,4004.8,2024-10-03,Liverpool
S-4931,D-7633,18,3234.6,2024-12-16,Liverpool
S-4932,D-2353,64,4515.36,2022-12-17,London
S-4933,D-6465,49,2061.71,2022-12-15,Leeds
S-4934,D-9149,32,4372.26,2022-05-09,Liverpool
S-4935,D-7560,42,591.06,2021-12-04,Leeds
S-4936,D-7986,93,1741.24,2021-08-27,Liverpool
S-4937,D-9654,13,2608.74,2023-11-13,Leeds
S-4938,D-3942,38,138.61,2023-06-09,Liverpool
S-4939,D-8360,66,2230.6,2024-11-21,Leeds
S-4940,D-8627,60,2267.56,2020-01-15,London
S-4941,D-9329,34,358.65,2022-03-22,Liverpool
S-4942,D-4398,76,4649.29,2021-06-27,Manchester
S-4943,D-9741,61,3892.76,2023-06-18,Liverpool
S-4944,D-1299,81,3712.87,2024-04-21,Liverpool
S-4945,D-2810,12,1859.27,2020-11-26,Liverpool
S-4946,D-8628,41,3467.15,2024-10-01,London
S-4947,D-7147,86,3033.98,2020-08-12,Birmingham
S-4948,D-7249,13,4865.58,2024-04-12,London
S-4949,D-2716,17,1678.77,2022-07-03,Liverpool
S-4950,D-8298,87,3386.69,2022-11-22,Leeds
S-4951,D-7989,77,4168.1,2020-12-29,Manchester
S-4952,D-7867,43,1998.04,2024-05-13,Liverpool
S-4953,D-4213,36,833.58,2022-03-11,Birmingham
S-4954,D-8157,48,3300.33,2024-07-29,Leeds
S-4955,D-8821,97,877.87,2024-11-21,Liverpool
S-4956,D-6285,72,4276.08,2022-02-16,London
S-4957,D-1368,77,2885.6,2023-10-07,London
S-4958,D-853,31,2554.17,2023-03-17,Liverpool
S-4959,D-4827,94,4060.91,2024-10-15,Manchester
S-4960,D-296,70,2563.37,2024-02-11,Manchester
S-4961,D-7260,41,2477.63,2022-01-25,London
S-4962,D-6217,29,4745.19,2022-11-21,Manchester
S-4963,D-2710,81,3347.87,2023-11-26,Liverpool
S-4964,D-9779,30,2734.84,2023-12-02,London
S-4965,D-6180,43,4020.15,2024-12-28,Manchester
S-4966,D-6241,65,1484.63,2020-03-25,London
S-4967,D-5137,85,3848.58,2024-02-06,Birmingham
S-4968,D-2993,38,2640.13,2020-12-27,London
S-4969,D-4616,74,4667.67,2022-03-12,Leeds
S-4970,D-1644,78,471.73,2020-07-28,Liverpool
S-4971,D-5190,81,961.04,2023-04-03,London
S-4972,D-7964,78,828.22,2021-11-15,Leeds
S-4973,D-3612,88,1480.41,2021-12-15,Liverpool
S-4974,D-1218,79,1959.94,2022-09-07,Manchester
S-4975,D-8418,97,1815.83,2023-07-05,Liverpool
S-4976,D-823,9,4485.46,2023-01-02,Manchester
S-4977,D-2306,56,1100.78,2024-05-23,London
S-4978,D-300,76,2548.8,2024-07-22,Liverpool
S-4979,D-4681,45,3559.66,2020-01-31,Liverpool
S-4980,D-331,29,816.45,2022-03-29,Manchester
S-4981,D-4324,45,801.67,2022-02-10,Birmingham
S-4982,D-1270,98,1736.99,2022-06-11,Leeds
S-4983,D-131,83,2017.65,2020-10-15,Leeds
S-4984,D-7540,83,3588.95,2023-05-24,Manchester
S-4985,D-1676,77,3974.66,2022-11-28,Leeds
S-4986,D-9287,92,1969.61,2020-08-24,Birmingham
S-4987,D-1132,44,643.34,2024-09-18,Manchester
S-4988,D-2207,19,4245.93,2021-07-08,Liverpool
S-4989,D-9751,18,4933.36,2024-01-20,Liverpool
S-4990,D-4585,71,3997.2,2022-09-02,Leeds
S-4991,D-4086,92,2715.17,2023-01-03,Liverpool
S-4992,D-4072,61,383.11,2021-11-10,London
S-4993,D-7478,84,1669.59,2024-11-17,Liverpool
S-4994,D-922,87,602.92,2022-04-15,Leeds
S-4995,D-2950,42,4237.68,2021-07-21,Birmingham
S-4996,D-6920,11,892.33,2021-08-13,London
S-4997,D-5971,17,3140.93,2024-03-30,Birmingham
S-4998,D-7173,1,1472.92,2021-09-12,Birmingham
S-4999,D-8669,74,3690.77,2021-12-30,Leeds
S-5000,D-1634,89,4589.7,2022-01-22,Birmingham
S-5001,D-4770,6,2568.48,2022-04-04,London
S-5002,D-6483,9,4823.11,2021-10-04,Manchester
S-5003,D-3638,71,3718.44,2021-12-13,London
S-5004,D-5859,12,358.33,2021-09-21,Liverpool
S-5005,D-5208,64,2210.1,2022-02-14,London
S-5006,D-491,86,2118.11,2023-01-11,Manchester
S-5007,D-1294,39,1407.91,2021-04-29,Liverpool
S-5008,D-9543,97,2909.39,2020-11-27,Leeds
S-5009,D-3433,74,1469.76,2021-01-07,Liverpool
S-5010,D-6063,59,1299.58,2020-08-31,Manchester
S-5011,D-3425,32,4044.01,2024-03-10,Liverpool
S-5012,D-1034,99,2611.41,2020-01-21,London
S-5013,D-1302,9,4473.02,2024-08-09,London
S-5014,D-498,16,1827.07,2020-05-11,Birmingham
S-5015,D-1865,11,3640.05,2024-02-07,Birmingham
S-5016,D-5297,37,699.67,2023-02-27,Leeds
S-5017,D-8375,78,4050.04,2022-09-06,Leeds
S-5018,D-4951,55,2565.01,2024-03-09,Liverpool
S-5019,D-6052,31,2814.11,2024-11-19,Liverpool
S-5020,D-6483,27,3828.52,2022-05-03,London
S-5021,D-7257,55,2327.15,2024-03-04,Birmingham
S-5022,D-3691,4,3946.94,2021-07-22,Leeds
S-5023,D-1502,73,2680.91,2024-05-07,Leeds
S-5024,D-3587,70,1731.4,2022-05-20,Manchester
S-5025,D-7818,79,3693.24,2023-05-21,Liverpool
S-5026,D-943,92,1603.87,2021-11-21,Leeds
S-5027,D-759,13,2307.54,2024-11-26,London
S-5028,D-1075,7,1746.84,2021-02-02,Manchester
S-5029,D-7556,41,1155.33,2020-06-17,Birmingham
S-5030,D-4510,86,1125.15,2024-06-21,Leeds
S-5031,D-9294,1,1212.08,2023-08-07,Leeds
S-5032,D-3123,37,2014.63,2024-01-26,Manchester
S-5033,D-1512,87,471.54,2024-08-07,Manchester
S-5034,D-7390,97,3098.1,2020-04-11,Leeds
S-5035,D-5890,42,2859.41,2024-04-10,Leeds
S-5036,D-6797,78,716.85,2022-12-14,London
S-5037,D-455,97,3684.48,2023-05-08,Leeds
S-5038,D-8187,50,1314.7,2021-06-27,Liverpool
S-5039,D-3822,82,2754.59,2023-11-21,Leeds
S-5040,D-112,14,4649.82,2021-01-08,Manchester
S-5041,D-3030,80,3724.9,2024-05-29,Liverpool
S-5042,D-1699,84,4923.24,2023-11-30,Leeds
S-5043,D-7296,58,3198.67,2022-09-07,Liverpool
S-5044,D-3492,84,3634.81,2020-01-27,Birmingham
S-5045,D-7425,35,4406.94,2020-02-06,Manchester
S-5046,D-3492,8,3989.7,2021-10-16,London
S-5047,D-3868,4,1498.43,2023-03-24,Birmingham
S-5048,D-9758,91,749.1,2024-12-10,London
S-5049,D-7882,47,4861.19,2020-11-09,London
S-5050,D-726,79,4737.09,2022-10-08,Manchester
S-5051,D-1367,63,1027.42,2023-01-28,Liverpool
S-5052,D-94,47,2025.49,2022-03-17,London
S-5053,D-1601,100,1078.52,2021-08-04,London
S-5054,D-4742,67,3708.86,2024-08-31,Leeds
S-5055,D-9269,27,141.9,2022-03-27,London
S-5056,D-2815,34,1171.1,2022-01-06,Manchester
S-5057,D-6779,87,489.84,2022-04-17,Leeds
S-5058,D-2564,38,456.61,2024-01-04,Manchester
S-5059,D-1258,46,2223.22,2022-12-01,Liverpool
S-5060,D-9038,77,2736.95,2023-02-10,Liverpool
S-5061,D-2590,95,2768.04,2021-07-25,Birmingham
S-5062,D-2610,35,2334.92,2024-03-29,Liverpool
S-5063,D-4278,22,4784.55,2023-08-10,Birmingham
S-5064,D-255,12,3936.31,2021-10-16,Manchester
S-5065,D-2,3,3482.33,2023-07-26,Leeds
S-5066,D-6815,92,292.62,2023-03-02,Leeds
S-5067,D-1268,39,4200.01,2023-02-08,Leeds
S-5068,D-3420,21,1755.45,2023-05-29,Manchester
S-5069,D-8589,3,1700.22,2022-05-18,Liverpool
S-5070,D-6247,87,1655.84,2023-11-01,Liverpool
S-5071,D-5483,66,2010.18,2021-07-12,Liverpool
S-5072,D-4423,38,3482.78,2024-11-10,Manchester
S-5073,D-9725,12,3771.11,2021-02-11,Manchester
S-5074,D-6986,66,1127.83,2024-11-24,Liverpool
S-5075,D-6601,24,1055.64,2021-12-11,Birmingham
S-5076,D-869,70,3559.55,2020-11-06,Manchester
S-5077,D-2803,81,3369.83,2022-04-18,Liverpool
S-5078,D-5130,53,655.45,2022-01-02,Liverpool
S-5079,D-1393,42,4590.55,2024-09-21,Liverpool
S-5080,D-4438,35,800.5,2023-09-04,Liverpool
S-5081,D-4089,73,3332.39,2023-03-29,Manchester
S-5082,D-5594,5,788.62,2021-09-01,London
S-5083,D-8889,60,962.35,2021-03-29,London
S-5084,D-679,71,4319.07,2021-04-09,Birmingham
S-5085,D-4535,57,4536.0,2024-01-09,Manchester
S-5086,D-7717,23,4843.53,2020-01-31,Manchester
S-5087,D-1368,42,997.09,2021-07-02,Birmingham
S-5088,D-1051,43,377.6,2023-08-02,Manchester
S-5089,D-9128,5,2511.22,2024-04-01,Liverpool
S-5090,D-507,91,3772.85,2021-02-21,Leeds
S-5091,D-534,48,4840.56,2024-05-25,Birmingham
S-5092,D-4962,40,2790.04,2024-07-17,Manchester
S-5093,D-5554,16,1011.32,2022-09-07,Birmingham
S-5094,D-862,43,250.26,2024-02-20,London
S-5095,D-1359,16,3249.11,2022-07-21,Liverpool
S-5096,D-5175,78,2285.28,2022-02-18,London
S-5097,D-3972,7,4696.9,2024-10-12,Liverpool
S-5098,D-1148,74,3712.15,2024-10-30,Manchester
S-5099,D-1844,27,2542.1,2020-05-28,Liverpool
S-5100,D-9375,59,325.16,2023-05-22,Liverpool
S-5101,D-5374,48,3807.33,2020-11-03,Liverpool
S-5102,D-6660,58,954.72,2021-05-22,Birmingham
S-5103,D-953,98,1084.33,2020-07-05,Liverpool
S-5104,D-2476,60,3883.21,2021-10-31,Leeds
S-5105,D-7896,1,4184.22,2022-03-01,Birmingham
S-5106,D-6656,57,2887.5,2024-01-20,Leeds
S-5107,D-9838,75,4665.24,2020-10-26,Liverpool
S-5108,D-3122,49,1166.86,2023-10-29,London
S-5109,D-4490,85,2522.18,2022-11-05,Birmingham
S-5110,D-8101,4,2408.64,2022-03-18,Liverpool
S-5111,D-7942,88,3709.58,2023-01-26,Birmingham
S-5112,D-9945,52,3025.58,2023-01-24,London
S-5113,D-7161,12,495.95,2024-10-06,Manchester
S-5114,D-6835,86,3041.71,2024-09-28,London
S-5115,D-815,55,2989.31,2022-03-11,London
S-5116,D-5364,76,3432.52,2022-12-05,Liverpool
S-5117,D-4206,36,735.95,2020-03-02,Liverpool
S-5118,D-8232,15,858.37,2023-07-03,Liverpool
S-5119,D-5445,28,217.88,2021-01-11,London
S-5120,D-6161,98,1248.42,2022-12-26,Manchester
S-5121,D-2453,47,2275.31,2021-09-10,Leeds
S-5122,D-5191,13,3746.53,2024-11-27,Liverpool
S-5123,D-7737,22,1673.38,2024-11-24,Manchester
S-5124,D-5734,70,2424.07,2024-07-30,Leeds
S-5125,D-135,34,1408.93,2021-06-26,Birmingham
S-5126,D-4479,72,134.51,2022-06-03,Birmingham
S-5127,D-2772,27,2806.41,2023-01-08,London
S-5128,D-2941,49,1677.08,2022-10-07,Manchester
S-5129,D-5073,77,4627.59,2024-05-04,Birmingham
S-5130,D-6566,41,4690.82,2024-02-23,Liverpool
S-5131,D-4276,100,3558.92,2023-10-20,London
S-5132,D-933,47,3049.44,2020-08-31,Leeds
S-5133,D-6338,76,483.57,2023-03-29,Leeds
S-5134,D-9678,47,4846.22,2022-06-09,London
S-5135,D-4317,69,4911.65,2023-12-11,London
S-5136,D-8196,21,3059.52,2021-03-26,Birmingham
S-5137,D-6800,63,2738.92,2021-06-04,Leeds
S-5138,D-1797,60,1061.88,2022-11-14,London
S-5139,D-8062,95,4916.65,2023-08-03,Liverpool
S-5140,D-5530,8,2941.13,2024-11-11,Leeds
S-5141,D-4225,89,3768.36,2023-06-11,London
S-5142,D-1735,53,3153.72,2020-08-09,London
S-5143,D-8491,75,2775.56,2020-09-02,Liverpool
S-5144,D-2611,80,824.1,2021-05-18,Birmingham
S-5145,D-8170,17,2219.97,2022-12-03,Leeds
S-5146,D-8176,18,1198.89,2021-12-10,Birmingham
S-5147,D-1792,54,1269.07,2022-08-31,London
S-5148,D-1898,77,168.04,2022-09-11,Manchester
S-5149,D-4917,85,194.44,2022-06-24,Liverpool
S-5150,D-9204,15,3457.43,2022-04-11,Manchester
S-5151,D-9144,48,4704.33,2023-05-13,Manchester
S-5152,D-1592,50,2854.21,2022-04-22,Liverpool
S-5153,D-6270,73,4169.92,2023-10-14,Manchester
S-5154,D-910,87,4597.36,2023-02-02,Manchester
S-5155,D-6048,86,3772.82,2024-12-28,Liverpool
S-5156,D-9116,33,3761.2,2024-06-06,Birmingham
S-5157,D-346,77,4185.14,2023-10-30,London
S-5158,D-1240,4,1073.76,2023-07-10,Birmingham
