Drug_ID,Category,Manufacturer,Dosage_mg,Price_per_Unit,Drug_Name
D-4990,Cardiovascular,AstraZeneca,117,255.51,Amlodipine
D-4991,Cardiovascular,Merck,468,22.02,Metoprolol
D-4992,Cardiovascular,GSK,252,371.35,Amlodipine
D-4993,Antibiotic,Moderna,345,444.93,Ceftriaxone
D-4994,Antifungal,Pfizer,27,407.86,Itraconazole
D-4995,Antifungal,Moderna,196,12.03,Fluconazole
D-4996,Antidepressant,AstraZeneca,90,144.64,Fluoxetine
D-4997,Diabetes,Pfizer,210,352.59,Insulin
D-4998,Antibiotic,Moderna,108,332.61,Azithromycin
D-4999,Antibiotic,Novartis,186,75.75,Ceftriaxone
D-5000,Antibiotic,Novartis,43,211.39,Azithromycin
D-5001,Painkiller,GSK,35,436.83,Tramadol
D-5002,Cardiovascular,AstraZeneca,26,151.82,Ramipril
D-5003,Antiviral,Pfizer,440,68.14,Zidovudine
D-5004,Diabetes,Moderna,446,373.92,Glipizide
D-5005,Painkiller,GSK,421,487.8,Paracetamol
D-5006,Antibiotic,Moderna,139,132.34,Doxycycline
D-5007,Diabetes,Novartis,209,193.6,Canagliflozin
D-5008,Diabetes,GSK,105,69.73,Insulin
D-5009,Diabetes,AstraZeneca,426,82.69,Metformin
D-5010,Antidepressant,Pfizer,264,276.29,Mirtazapine
D-5011,Antibiotic,Novartis,247,353.42,Doxycycline
D-5012,Antibiotic,Novartis,347,440.86,Amoxicillin
D-5013,Antiviral,Roche,213,403.76,Oseltamivir
D-5014,Antibiotic,Novartis,411,41.94,Amoxicillin
D-5015,Painkiller,Merck,373,434.18,Paracetamol
D-5016,Antifungal,GSK,451,56.64,Ketoconazole
D-5017,Antiviral,GSK,175,309.88,Zidovudine
D-5018,Diabetes,Moderna,240,283.38,Sitagliptin
D-5019,Cardiovascular,AstraZeneca,78,173.02,Atorvastatin
D-5020,Antiviral,Merck,427,129.48,Zidovudine
D-5021,Antiviral,Merck,177,7.02,Lopinavir
D-5022,Antibiotic,Merck,391,41.25,Amoxicillin
D-5023,Antiviral,Novartis,372,344.1,Lopinavir
D-5024,Cardiovascular,Roche,226,221.28,Amlodipine
D-5025,Antiviral,GSK,347,351.01,Oseltamivir
D-5026,Painkiller,GSK,171,460.01,Codeine
D-5027,Antidepressant,Merck,500,85.86,Escitalopram
D-5028,Painkiller,Merck,478,455.26,Tramadol
D-5029,Painkiller,Novartis,394,409.23,Aspirin
D-5030,Antidepressant,Moderna,300,486.22,Mirtazapine
D-5031,Antidepressant,Pfizer,454,353.08,Amitriptyline
D-5032,Antiviral,Pfizer,368,155.57,Zidovudine
D-5033,Painkiller,Merck,104,251.37,Tramadol
D-5034,Antibiotic,Pfizer,13,90.45,Ceftriaxone
D-5035,Antifungal,Moderna,455,445.3,Ketoconazole
D-5036,Antifungal,Moderna,411,320.3,Terbinafine
D-5037,Antifungal,AstraZeneca,94,173.8,Ketoconazole
D-5038,Painkiller,Roche,498,358.99,Ibuprofen
D-5039,Cardiovascular,Pfizer,138,374.53,Atorvastatin
D-5040,Antidepressant,Merck,222,349.56,Amitriptyline
D-5041,Antiviral,GSK,57,36.79,Oseltamivir
D-5042,Antiviral,Moderna,259,259.13,Remdesivir
D-5043,Antifungal,Pfizer,458,253.09,Clotrimazole
D-5044,Antiviral,GSK,181,74.97,Acyclovir
D-5045,Antibiotic,Merck,85,482.77,Doxycycline
D-5046,Antibiotic,AstraZeneca,31,106.49,Ceftriaxone
D-5047,Antidepressant,Novartis,462,265.3,Escitalopram
D-5048,Antiviral,Roche,81,275.29,Remdesivir
D-5049,Painkiller,GSK,132,244.12,Codeine
D-5050,Antiviral,Pfizer,272,168.26,Lopinavir
D-5051,Painkiller,Novartis,319,275.59,Tramadol
D-5052,Cardiovascular,Novartis,263,424.67,Losartan
D-5053,Diabetes,AstraZeneca,500,38.36,Glipizide
D-5054,Antifungal,AstraZeneca,152,263.47,Fluconazole
D-5055,Painkiller,Novartis,474,195.29,Aspirin
D-5056,Cardiovascular,Pfizer,113,43.13,Losartan
D-5057,Diabetes,Merck,379,366.99,Sitagliptin
D-5058,Antifungal,Novartis,102,350.46,Fluconazole
D-5059,Diabetes,Moderna,223,131.43,Insulin
D-5060,Antibiotic,Roche,29,323.0,Ceftriaxone
D-5061,Antiviral,Moderna,404,203.4,Oseltamivir
D-5062,Diabetes,GSK,14,236.43,Sitagliptin
D-5063,Cardiovascular,Roche,333,489.87,Ramipril
D-5064,Antidepressant,Moderna,194,301.73,Amitriptyline
D-5065,Antiviral,Moderna,374,486.37,Remdesivir
D-5066,Antifungal,AstraZeneca,185,484.43,Itraconazole
D-5067,Diabetes,Merck,419,198.75,Sitagliptin
D-5068,Antiviral,Pfizer,324,377.75,Oseltamivir
D-5069,Antidepressant,Merck,200,165.66,Amitriptyline
D-5070,Antifungal,AstraZeneca,182,217.05,Fluconazole
D-5071,Antifungal,GSK,11,224.69,Terbinafine
D-5072,Antidepressant,Moderna,63,138.32,Sertraline
D-5073,Antiviral,GSK,257,388.65,Acyclovir
D-5074,Antidepressant,Merck,405,196.48,Mirtazapine
D-5075,Painkiller,Novartis,432,442.38,Ibuprofen
D-5076,Antibiotic,Moderna,266,273.08,Azithromycin
D-5077,Antidepressant,Novartis,113,485.68,Amitriptyline
D-5078,Antifungal,GSK,118,428.88,Fluconazole
D-5079,Painkiller,Merck,85,429.75,Ibuprofen
D-5080,Antibiotic,Merck,180,225.16,Levofloxacin
D-5081,Diabetes,Pfizer,358,104.66,Metformin
D-5082,Diabetes,GSK,347,402.97,Insulin
D-5083,Antidepressant,GSK,449,30.09,Fluoxetine
D-5084,Antibiotic,Roche,387,273.79,Ceftriaxone
D-5085,Diabetes,Roche,390,289.1,Sitagliptin
D-5086,Antiviral,Moderna,268,74.65,Remdesivir
D-5087,Antifungal,Moderna,150,46.42,Clotrimazole
D-5088,Antidepressant,Merck,281,203.38,Mirtazapine
D-5089,Diabetes,Roche,210,8.67,Canagliflozin
D-5090,Antifungal,GSK,465,212.25,Terbinafine
D-5091,Painkiller,GSK,280,181.38,Aspirin
D-5092,Painkiller,Moderna,312,162.73,Paracetamol
D-5093,Antibiotic,Moderna,323,227.56,Azithromycin
D-5094,Painkiller,Pfizer,484,255.75,Ibuprofen
D-5095,Cardiovascular,Moderna,323,475.79,Metoprolol
D-5096,Painkiller,Novartis,110,168.62,Codeine
D-5097,Antidepressant,Pfizer,232,334.43,Mirtazapine
D-5098,Antifungal,AstraZeneca,404,263.76,Itraconazole
D-5099,Diabetes,Moderna,496,202.31,Metformin
D-5100,Diabetes,Moderna,384,167.25,Glipizide
D-5101,Cardiovascular,Novartis,419,380.53,Ramipril
D-5102,Antibiotic,Pfizer,30,444.79,Amoxicillin
D-5103,Diabetes,Roche,242,179.27,Sitagliptin
D-5104,Painkiller,Moderna,378,495.64,Tramadol
D-5105,Antifungal,Pfizer,312,90.21,Fluconazole
D-5106,Diabetes,Merck,290,237.78,Metformin
D-5107,Diabetes,Pfizer,158,140.93,Sitagliptin
D-5108,Antiviral,Novartis,285,8.39,Remdesivir
D-5109,Antidepressant,Novartis,396,196.28,Sertraline
D-5110,Diabetes,Roche,243,225.97,Metformin
D-5111,Diabetes,AstraZeneca,32,262.9,Sitagliptin
D-5112,Painkiller,GSK,155,405.6,Aspirin
D-5113,Painkiller,GSK,180,405.14,Paracetamol
D-5114,Painkiller,Moderna,19,428.64,Codeine
D-5115,Antifungal,Moderna,218,149.13,Fluconazole
D-5116,Antidepressant,AstraZeneca,311,33.46,Amitriptyline
D-5117,Diabetes,Novartis,331,40.29,Canagliflozin
D-5118,Cardiovascular,Novartis,415,194.39,Losartan
D-5119,Cardiovascular,Pfizer,42,131.4,Ramipril
D-5120,Antidepressant,Roche,252,57.72,Escitalopram
D-5121,Antifungal,Novartis,434,91.69,Itraconazole
D-5122,Antibiotic,GSK,459,132.06,Levofloxacin
D-5123,Cardiovascular,Pfizer,223,154.76,Amlodipine
D-5124,Cardiovascular,AstraZeneca,485,39.01,Ramipril
D-5125,Antidepressant,Pfizer,247,258.58,Fluoxetine
D-5126,Antifungal,AstraZeneca,478,307.75,Fluconazole
D-5127,Antifungal,AstraZeneca,462,466.81,Ketoconazole
D-5128,Painkiller,AstraZeneca,321,7.44,Aspirin
D-5129,Antifungal,AstraZeneca,302,401.83,Terbinafine
D-5130,Painkiller,GSK,128,417.43,Aspirin
D-5131,Diabetes,Novartis,482,104.79,Sitagliptin
D-5132,Diabetes,Moderna,171,206.24,Insulin
D-5133,Antiviral,AstraZeneca,437,269.53,Zidovudine
D-5134,Antifungal,Pfizer,312,215.77,Clotrimazole
D-5135,Antidepressant,Moderna,124,258.72,Escitalopram
D-5136,Painkiller,Pfizer,240,120.52,Paracetamol
D-5137,Antiviral,Pfizer,145,162.55,Remdesivir
D-5138,Antibiotic,Pfizer,163,237.63,Doxycycline
D-5139,Antibiotic,GSK,466,25.74,Levofloxacin
D-5140,Antibiotic,GSK,343,36.44,Azithromycin
D-5141,Painkiller,AstraZeneca,446,14.84,Codeine
D-5142,Antifungal,Moderna,29,126.35,Ketoconazole
D-5143,Painkiller,AstraZeneca,428,101.02,Tramadol
D-5144,Antibiotic,Novartis,127,441.54,Amoxicillin
D-5145,Antifungal,AstraZeneca,352,152.66,Terbinafine
D-5146,Antiviral,Roche,473,468.62,Oseltamivir
D-5147,Antibiotic,Pfizer,306,81.17,Azithromycin
D-5148,Antidepressant,Novartis,140,110.02,Sertraline
D-5149,Antifungal,Moderna,212,323.28,Itraconazole
D-5150,Painkiller,AstraZeneca,145,35.08,Tramadol
D-5151,Diabetes,Novartis,12,27.38,Canagliflozin
D-5152,Painkiller,AstraZeneca,281,348.37,Ibuprofen
D-5153,Antidepressant,AstraZeneca,127,367.0,Amitriptyline
D-5154,Cardiovascular,AstraZeneca,30,272.58,Amlodipine
D-5155,Painkiller,Pfizer,123,369.26,Ibuprofen
D-5156,Diabetes,Pfizer,497,115.55,Metformin
D-5157,Diabetes,GSK,430,491.64,Sitagliptin
D-5158,Diabetes,Pfizer,240,389.55,Sitagliptin
D-5159,Antidepressant,GSK,132,142.6,Mirtazapine
D-5160,Antibiotic,Roche,213,39.24,Doxycycline
D-5161,Antibiotic,Merck,11,138.21,Levofloxacin
D-5162,Painkiller,Merck,230,291.3,Tramadol
D-5163,Antifungal,Moderna,34,294.02,Clotrimazole
D-5164,Cardiovascular,AstraZeneca,500,219.46,Amlodipine
D-5165,Painkiller,AstraZeneca,48,37.78,Aspirin
D-5166,Diabetes,GSK,420,305.66,Metformin
D-5167,Antibiotic,Merck,421,300.21,Levofloxacin
D-5168,Diabetes,AstraZeneca,150,434.66,Canagliflozin
D-5169,Antifungal,GSK,284,460.05,Terbinafine
D-5170,Diabetes,Merck,426,448.19,Glipizide
D-5171,Antidepressant,Roche,470,439.43,Mirtazapine
D-5172,Antibiotic,Roche,289,71.79,Azithromycin
D-5173,Antidepressant,Roche,491,140.0,Sertraline
D-5174,Cardiovascular,AstraZeneca,223,495.07,Losartan
D-5175,Cardiovascular,Moderna,18,279.84,Losartan
D-5176,Antiviral,GSK,266,59.21,Oseltamivir
D-5177,Antifungal,AstraZeneca,454,184.48,Itraconazole
D-5178,Antibiotic,Moderna,497,306.65,Doxycycline
D-5179,Antidepressant,Roche,385,265.68,Amitriptyline
D-5180,Antidepressant,Novartis,416,152.92,Sertraline
D-5181,Antidepressant,Pfizer,402,457.61,Escitalopram
D-5182,Painkiller,Pfizer,337,234.7,Ibuprofen
D-5183,Painkiller,Moderna,413,180.2,Codeine
D-5184,Cardiovascular,GSK,166,386.19,Ramipril
D-5185,Antiviral,GSK,403,377.14,Lopinavir
D-5186,Diabetes,Roche,317,248.61,Metformin
D-5187,Cardiovascular,Pfizer,349,493.99,Atorvastatin
D-5188,Antiviral,Pfizer,36,486.97,Remdesivir
D-5189,Cardiovascular,Roche,264,12.01,Losartan
D-5190,Antidepressant,GSK,307,164.32,Fluoxetine
D-5191,Painkiller,Merck,119,321.91,Paracetamol
D-5192,Cardiovascular,Moderna,283,476.9,Losartan
D-5193,Antifungal,Moderna,348,288.65,Terbinafine
D-5194,Cardiovascular,GSK,292,340.03,Ramipril
D-5195,Antifungal,Novartis,157,444.69,Terbinafine
D-5196,Diabetes,Pfizer,409,294.32,Sitagliptin
D-5197,Antidepressant,Pfizer,69,315.83,Amitriptyline
D-5198,Painkiller,Roche,447,276.51,Ibuprofen
D-5199,Cardiovascular,Roche,130,74.48,Losartan
D-5200,Antifungal,AstraZeneca,483,491.38,Fluconazole
D-5201,Diabetes,AstraZeneca,209,5.54,Canagliflozin
D-5202,Painkiller,GSK,297,360.03,Ibuprofen
D-5203,Antiviral,Novartis,381,129.23,Acyclovir
D-5204,Antidepressant,Merck,178,77.83,Escitalopram
D-5205,Cardiovascular,Moderna,100,436.6,Metoprolol
D-5206,Cardiovascular,Roche,289,429.02,Amlodipine
D-5207,Antidepressant,GSK,345,401.71,Escitalopram
D-5208,Painkiller,Moderna,112,484.88,Paracetamol
D-5209,Painkiller,Pfizer,17,180.12,Ibuprofen
D-5210,Cardiovascular,Moderna,360,267.57,Atorvastatin
D-5211,Antibiotic,Moderna,229,487.6,Ceftriaxone
D-5212,Cardiovascular,Novartis,50,74.26,Ramipril
D-5213,Antifungal,Roche,178,262.69,Terbinafine
D-5214,Antiviral,GSK,341,307.21,Oseltamivir
D-5215,Diabetes,AstraZeneca,135,436.15,Glipizide
D-5216,Diabetes,Merck,494,236.98,Glipizide
D-5217,Antifungal,Merck,255,422.97,Fluconazole
D-5218,Antibiotic,Merck,20,81.01,Azithromycin
D-5219,Painkiller,Roche,60,117.54,Codeine
D-5220,Antifungal,AstraZeneca,76,283.94,Ketoconazole
D-5221,Antidepressant,AstraZeneca,486,222.81,Fluoxetine
D-5222,Diabetes,Novartis,393,232.62,Metformin
D-5223,Antifungal,GSK,384,146.42,Fluconazole
D-5224,Painkiller,GSK,142,221.21,Ibuprofen
D-5225,Cardiovascular,Pfizer,96,184.47,Ramipril
D-5226,Antifungal,Novartis,346,185.82,Clotrimazole
D-5227,Antibiotic,Pfizer,159,474.57,Azithromycin
D-5228,Antiviral,Novartis,353,329.87,Oseltamivir
D-5229,Painkiller,Novartis,141,38.01,Tramadol
D-5230,Antidepressant,Roche,222,450.18,Escitalopram
D-5231,Cardiovascular,Roche,92,370.22,Atorvastatin
D-5232,Antibiotic,Merck,473,496.75,Amoxicillin
D-5233,Painkiller,Pfizer,228,344.93,Aspirin
D-5234,Antidepressant,Moderna,114,362.21,Fluoxetine
D-5235,Antidepressant,Roche,383,104.73,Fluoxetine
D-5236,Painkiller,AstraZeneca,93,252.93,Paracetamol
D-5237,Cardiovascular,GSK,195,378.53,Ramipril
D-5238,Antibiotic,Moderna,59,68.92,Azithromycin
D-5239,Diabetes,AstraZeneca,401,305.16,Metformin
D-5240,Cardiovascular,Pfizer,487,394.42,Metoprolol
D-5241,Cardiovascular,Roche,157,262.4,Ramipril
D-5242,Cardiovascular,Pfizer,168,201.23,Losartan
D-5243,Cardiovascular,Merck,287,259.58,Atorvastatin
D-5244,Antidepressant,GSK,364,469.09,Escitalopram
D-5245,Antiviral,Moderna,290,57.48,Lopinavir
D-5246,Antibiotic,GSK,337,213.04,Amoxicillin
D-5247,Antidepressant,Merck,45,126.12,Sertraline
D-5248,Painkiller,Novartis,49,384.39,Tramadol
D-5249,Painkiller,Novartis,89,88.32,Ibuprofen
D-5250,Cardiovascular,GSK,457,446.29,Atorvastatin
D-5251,Antibiotic,Roche,72,20.41,Doxycycline
D-5252,Antidepressant,Merck,446,323.2,Escitalopram
D-5253,Antidepressant,Roche,489,362.67,Mirtazapine
D-5254,Diabetes,Pfizer,11,191.49,Glipizide
D-5255,Antibiotic,Moderna,498,313.24,Ceftriaxone
D-5256,Cardiovascular,Novartis,132,143.58,Losartan
D-5257,Antibiotic,Merck,43,232.33,Levofloxacin
D-5258,Antibiotic,Roche,408,420.13,Doxycycline
D-5259,Antiviral,Novartis,404,149.81,Zidovudine
D-5260,Antiviral,Roche,416,260.6,Zidovudine
D-5261,Cardiovascular,Merck,398,53.84,Ramipril
D-5262,Antiviral,Novartis,493,491.18,Zidovudine
D-5263,Painkiller,Novartis,148,100.27,Ibuprofen
D-5264,Antiviral,Roche,101,6.23,Lopinavir
D-5265,Antiviral,AstraZeneca,68,204.41,Lopinavir
D-5266,Antiviral,Moderna,401,422.5,Acyclovir
D-5267,Antidepressant,Moderna,241,110.75,Escitalopram
D-5268,Antifungal,Pfizer,182,483.47,Clotrimazole
D-5269,Antiviral,Moderna,72,457.81,Remdesivir
D-5270,Antibiotic,Roche,266,47.79,Azithromycin
D-5271,Diabetes,Moderna,402,50.67,Canagliflozin
D-5272,Antiviral,Roche,437,406.92,Oseltamivir
D-5273,Diabetes,GSK,409,462.04,Glipizide
D-5274,Diabetes,Pfizer,283,400.12,Metformin
D-5275,Antifungal,Merck,248,49.71,Terbinafine
D-5276,Cardiovascular,Roche,271,272.74,Losartan
D-5277,Diabetes,Novartis,72,79.04,Sitagliptin
D-5278,Cardiovascular,Roche,256,390.58,Losartan
D-5279,Painkiller,GSK,352,443.75,Ibuprofen
D-5280,Painkiller,GSK,324,412.55,Tramadol
D-5281,Antiviral,Roche,152,411.74,Acyclovir
D-5282,Antibiotic,AstraZeneca,412,283.75,Ceftriaxone
D-5283,Diabetes,AstraZeneca,52,210.09,Glipizide
D-5284,Diabetes,Merck,192,276.64,Insulin
D-5285,Antibiotic,Moderna,413,418.81,Levofloxacin
D-5286,Antidepressant,AstraZeneca,57,467.11,Escitalopram
D-5287,Antibiotic,GSK,190,464.29,Amoxicillin
D-5288,Antidepressant,AstraZeneca,100,121.61,Mirtazapine
D-5289,Antidepressant,Roche,208,232.78,Escitalopram
D-5290,Antibiotic,Pfizer,422,76.48,Azithromycin
D-5291,Antibiotic,Moderna,106,328.61,Doxycycline
D-5292,Antidepressant,Moderna,289,63.93,Escitalopram
D-5293,Painkiller,Pfizer,493,314.21,Codeine
D-5294,Antiviral,Roche,138,473.19,Zidovudine
D-5295,Painkiller,Moderna,381,18.35,Tramadol
D-5296,Cardiovascular,AstraZeneca,19,79.99,Ramipril
D-5297,Antibiotic,Pfizer,476,89.78,Amoxicillin
D-5298,Antifungal,GSK,477,238.41,Clotrimazole
D-5299,Antibiotic,Moderna,327,414.62,Doxycycline
D-5300,Antidepressant,AstraZeneca,421,33.02,Mirtazapine
D-5301,Antifungal,Moderna,416,355.67,Fluconazole
D-5302,Antifungal,AstraZeneca,402,399.31,Ketoconazole
D-5303,Antiviral,Merck,54,489.35,Oseltamivir
D-5304,Cardiovascular,Merck,42,161.6,Ramipril
D-5305,Antibiotic,Pfizer,93,140.0,Amoxicillin
D-5306,Antiviral,GSK,84,400.73,Lopinavir
D-5307,Cardiovascular,Moderna,185,273.37,Metoprolol
D-5308,Painkiller,Merck,92,320.69,Tramadol
D-5309,Antifungal,Moderna,277,32.54,Clotrimazole
D-5310,Antiviral,Roche,427,444.84,Remdesivir
D-5311,Painkiller,Pfizer,363,143.88,Aspirin
D-5312,Antibiotic,Pfizer,283,235.68,Levofloxacin
D-5313,Antibiotic,GSK,109,226.08,Ceftriaxone
D-5314,Antidepressant,AstraZeneca,255,164.87,Amitriptyline
D-5315,Painkiller,GSK,483,133.45,Paracetamol
D-5316,Painkiller,Roche,397,315.42,Aspirin
D-5317,Antiviral,AstraZeneca,333,225.36,Oseltamivir
D-5318,Cardiovascular,AstraZeneca,189,250.72,Amlodipine
D-5319,Antifungal,Pfizer,25,160.37,Terbinafine
D-5320,Cardiovascular,GSK,184,298.71,Ramipril
D-5321,Cardiovascular,Roche,446,43.31,Amlodipine
D-5322,Antifungal,AstraZeneca,209,410.18,Terbinafine
D-5323,Antidepressant,GSK,415,433.12,Sertraline
D-5324,Cardiovascular,Moderna,397,272.69,Amlodipine
D-5325,Antidepressant,Novartis,231,344.32,Sertraline
D-5326,Antidepressant,Roche,63,422.28,Mirtazapine
D-5327,Painkiller,AstraZeneca,423,375.73,Tramadol
D-5328,Antibiotic,AstraZeneca,272,234.07,Azithromycin
D-5329,Antibiotic,Pfizer,407,37.82,Doxycycline
D-5330,Antiviral,GSK,425,293.68,Remdesivir
D-5331,Antifungal,Merck,216,163.6,Itraconazole
D-5332,Antifungal,Pfizer,118,303.25,Clotrimazole
D-5333,Diabetes,Merck,95,281.12,Metformin
D-5334,Antiviral,AstraZeneca,107,154.74,Acyclovir
D-5335,Painkiller,Moderna,327,257.41,Aspirin
D-5336,Antibiotic,GSK,336,306.22,Amoxicillin
D-5337,Antidepressant,AstraZeneca,257,357.54,Amitriptyline
D-5338,Antibiotic,Moderna,406,198.35,Ceftriaxone
D-5339,Antiviral,AstraZeneca,310,205.47,Lopinavir
D-5340,Antibiotic,Pfizer,392,277.21,Doxycycline
D-5341,Antidepressant,Roche,367,255.24,Escitalopram
D-5342,Diabetes,GSK,44,277.49,Glipizide
D-5343,Cardiovascular,Merck,391,224.43,Ramipril
D-5344,Cardiovascular,Merck,126,106.65,Losartan
D-5345,Antifungal,Merck,437,16.31,Clotrimazole
D-5346,Antiviral,Roche,346,82.0,Remdesivir
D-5347,Painkiller,Pfizer,488,13.36,Tramadol
D-5348,Antibiotic,GSK,477,242.1,Levofloxacin
D-5349,Antibiotic,GSK,409,44.24,Amoxicillin
D-5350,Painkiller,GSK,263,122.71,Paracetamol
D-5351,Painkiller,Novartis,295,202.58,Tramadol
D-5352,Cardiovascular,GSK,404,58.84,Losartan
D-5353,Antidepressant,AstraZeneca,244,61.69,Fluoxetine
D-5354,Antibiotic,Merck,208,317.64,Ceftriaxone
D-5355,Antiviral,GSK,174,335.61,Zidovudine
D-5356,Diabetes,GSK,338,18.79,Glipizide
D-5357,Antibiotic,Roche,198,425.61,Doxycycline
D-5358,Antidepressant,Roche,111,370.42,Amitriptyline
D-5359,Diabetes,Moderna,470,275.86,Sitagliptin
D-5360,Antiviral,Merck,31,404.6,Zidovudine
D-5361,Antiviral,Novartis,28,54.39,Zidovudine
D-5362,Antiviral,Moderna,241,464.56,Remdesivir
D-5363,Cardiovascular,AstraZeneca,106,325.29,Amlodipine
D-5364,Antidepressant,AstraZeneca,11,272.31,Mirtazapine
D-5365,Antibiotic,Moderna,302,323.57,Azithromycin
D-5366,Cardiovascular,Roche,191,424.43,Amlodipine
D-5367,Antifungal,GSK,18,393.15,Clotrimazole
D-5368,Antiviral,Merck,350,53.65,Oseltamivir
D-5369,Painkiller,Merck,488,384.67,Ibuprofen
D-5370,Antidepressant,Merck,200,408.66,Fluoxetine
D-5371,Antiviral,Novartis,342,18.14,Lopinavir
D-5372,Antidepressant,Moderna,183,414.62,Amitriptyline
D-5373,Painkiller,Novartis,222,8.49,Ibuprofen
D-5374,Antiviral,Moderna,393,203.89,Remdesivir
D-5375,Antibiotic,GSK,438,359.06,Levofloxacin
D-5376,Antidepressant,GSK,13,425.66,Fluoxetine
D-5377,Antiviral,Novartis,171,300.02,Zidovudine
D-5378,Antiviral,AstraZeneca,451,437.17,Lopinavir
D-5379,Antidepressant,Moderna,247,28.3,Amitriptyline
D-5380,Painkiller,Novartis,53,295.14,Tramadol
D-5381,Diabetes,Pfizer,78,113.63,Metformin
D-5382,Antidepressant,Novartis,441,390.77,Sertraline
D-5383,Antifungal,Moderna,59,296.79,Itraconazole
D-5384,Antibiotic,Novartis,314,76.27,Amoxicillin
D-5385,Painkiller,Moderna,276,278.87,Aspirin
D-5386,Diabetes,Merck,297,447.27,Glipizide
D-5387,Cardiovascular,Merck,402,115.83,Amlodipine
D-5388,Cardiovascular,Moderna,69,453.12,Ramipril
D-5389,Antibiotic,Moderna,313,258.13,Doxycycline
D-5390,Antibiotic,Roche,79,465.2,Levofloxacin
D-5391,Cardiovascular,Novartis,252,221.15,Amlodipine
D-5392,Antidepressant,GSK,263,155.38,Mirtazapine
D-5393,Diabetes,Moderna,293,451.55,Sitagliptin
D-5394,Antifungal,GSK,292,461.05,Itraconazole
D-5395,Antiviral,AstraZeneca,381,125.09,Remdesivir
D-5396,Diabetes,Pfizer,399,161.51,Metformin
D-5397,Antifungal,AstraZeneca,184,213.26,Itraconazole
D-5398,Painkiller,Moderna,71,167.31,Codeine
D-5399,Antifungal,Moderna,329,257.96,Ketoconazole
D-5400,Antibiotic,Merck,425,209.81,Azithromycin
D-5401,Diabetes,Novartis,26,261.69,Canagliflozin
D-5402,Antiviral,GSK,412,366.15,Remdesivir
D-5403,Diabetes,Roche,437,116.52,Sitagliptin
D-5404,Antifungal,Moderna,336,487.34,Itraconazole
D-5405,Antiviral,Pfizer,172,172.47,Oseltamivir
D-5406,Antifungal,Moderna,135,346.81,Ketoconazole
D-5407,Cardiovascular,Pfizer,169,11.57,Amlodipine
D-5408,Diabetes,Novartis,284,245.99,Glipizide
D-5409,Antiviral,Moderna,430,121.88,Lopinavir
D-5410,Antifungal,Novartis,227,55.27,Ketoconazole
D-5411,Painkiller,GSK,160,89.55,Aspirin
D-5412,Antiviral,Novartis,29,403.67,Oseltamivir
D-5413,Antidepressant,Pfizer,449,449.9,Fluoxetine
D-5414,Antibiotic,GSK,64,112.92,Ceftriaxone
D-5415,Antiviral,Roche,38,164.84,Zidovudine
D-5416,Diabetes,Moderna,490,173.43,Sitagliptin
D-5417,Cardiovascular,GSK,163,26.14,Amlodipine
D-5418,Antibiotic,Merck,350,422.86,Levofloxacin
D-5419,Antifungal,Merck,80,162.55,Fluconazole
D-5420,Antifungal,Pfizer,366,339.68,Itraconazole
D-5421,Antifungal,Roche,142,21.2,Clotrimazole
D-5422,Diabetes,Pfizer,427,67.85,Metformin
D-5423,Antifungal,Novartis,204,51.34,Ketoconazole
D-5424,Cardiovascular,Novartis,88,241.83,Losartan
D-5425,Antifungal,Pfizer,153,303.73,Itraconazole
D-5426,Painkiller,Pfizer,184,439.2,Ibuprofen
D-5427,Antibiotic,Merck,445,115.21,Ceftriaxone
D-5428,Diabetes,Pfizer,220,140.55,Sitagliptin
D-5429,Antiviral,Merck,48,411.97,Remdesivir
D-5430,Painkiller,Merck,281,135.39,Ibuprofen
D-5431,Painkiller,GSK,196,159.03,Paracetamol
D-5432,Painkiller,Pfizer,48,491.02,Aspirin
D-5433,Diabetes,Moderna,265,271.01,Glipizide
D-5434,Painkiller,Moderna,167,56.81,Paracetamol
D-5435,Painkiller,Merck,388,42.79,Ibuprofen
D-5436,Antibiotic,Pfizer,163,36.63,Doxycycline
D-5437,Antiviral,AstraZeneca,218,444.44,Oseltamivir
D-5438,Antibiotic,Moderna,21,475.73,Ceftriaxone
D-5439,Cardiovascular,GSK,23,327.44,Atorvastatin
D-5440,Antiviral,Roche,155,352.27,Oseltamivir
D-5441,Painkiller,Pfizer,177,377.51,Aspirin
D-5442,Diabetes,Merck,104,468.42,Glipizide
D-5443,Cardiovascular,Pfizer,374,489.0,Amlodipine
D-5444,Painkiller,Merck,57,397.67,Aspirin
D-5445,Diabetes,Pfizer,455,426.16,Canagliflozin
D-5446,Antifungal,Roche,80,103.23,Ketoconazole
D-5447,Antidepressant,GSK,486,270.2,Escitalopram
D-5448,Antidepressant,Merck,278,224.76,Escitalopram
D-5449,Cardiovascular,AstraZeneca,318,165.53,Amlodipine
D-5450,Diabetes,Merck,316,376.28,Canagliflozin
D-5451,Antibiotic,GSK,446,410.47,Doxycycline
D-5452,Antibiotic,Pfizer,61,389.34,Doxycycline
D-5453,Antiviral,Moderna,195,302.86,Zidovudine
D-5454,Antifungal,Moderna,68,373.11,Ketoconazole
D-5455,Antiviral,Novartis,58,293.48,Oseltamivir
D-5456,Antifungal,Merck,145,221.77,Itraconazole
D-5457,Antidepressant,Roche,403,436.99,Mirtazapine
D-5458,Diabetes,Novartis,180,310.87,Insulin
